industryID,inspectiondate,nameOfInspectionOfficer,inspectionStatus,fileID,infileID,applicationID,scheduledDate,reason
802,2014-03-13,"එම්.අයි.පෙරේරා/ ඕ.එන්.පෙරේරා","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,511,789,NULL,NULL
803,2013-11-05,"එම්.අයි.පෙරේරා/ ඕ.එන්.පෙරේරා","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,512,790,NULL,NULL
804,2009-12-29,ඕ.එන්.පෙරේරා,"පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,513,791,NULL,NULL
806,2011-07-12,"ඕ.එන්.පෙරේරා/යු.එස්.ජී. අබේවර්ධන","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,514,793,NULL,NULL
808,2011-09-25,"එස්.එස්.රණසිංහ/ ඕ.එන්.පෙරේරා","අපජල සාම්පල අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපෙන බැවින් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,515,795,NULL,NULL
811,2014-11-25,U.W.N.Chandralani/U.S.G.Abewardana,"Recommended for EPL renewal",NULL,516,797,NULL,NULL
809,2011-11-01,"MR.Namalee/Anusha Nilanthi",,NULL,517,796,NULL,NULL
813,2011-08-11,"ඕ.එන්.පෙරේරා/යු.එස්.ජී. අබේවර්ධන","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,518,798,NULL,NULL
814,2011-08-11,"ඕ.එන්.පෙරේරා/යු.එස්.ජී. අබේවර්ධන","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,519,800,NULL,NULL
816,2011-08-11,"ඕ.එන්.පෙරේරා/යු.එස්.ජී. අබේවර්ධන","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,520,802,NULL,NULL
818,2014-04-01,"එම්.අයි.පෙරේරා/ ඕ.එන්.පෙරේරා","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,521,804,NULL,NULL
819,2014-04-09,"ඕ.එන්.පෙරේරා/යු.එස්.ජී. අබේවර්ධන","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,522,805,NULL,NULL
821,2010-03-09,"එස්.එස්.රණසිංහ/ එස්.එන්.රාජපක්ෂ","මල සතුන් හා සත්ව ශරීර කොටස් ඉවත් කිරීමේ ක්‍රම වේදයක් හදුන්වාදීමෙන් පසු බලපත්‍රය සදහා සලකා බැලීම සුදුසුය.",NULL,523,807,NULL,NULL
821,NULL,,,NULL,524,807,NULL,NULL
822,2013-09-06,ඕ.එන්.පෙරේරා,"අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,525,808,NULL,NULL
824,2013-11-05,"එම්.අයි.පෙරේරා/ ඕ.එන්.පෙරේරා","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,526,809,NULL,NULL
825,2011-08-11,"ඕ.එන්.පෙරේරා/යු.එස්.ජී. අබේවර්ධන","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,527,811,NULL,NULL
826,2011-09-01,"M.R.Namali/ Anusha Nilanthi","To consider the issuance of EPL it is suitable to obtaing analytical report.",NULL,528,812,NULL,NULL
828,2011-09-05,එම්.ආර්.නාමලී/එම්.ජී.එල්.ප්‍රනාන්දු,"පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,529,814,NULL,NULL
829,2012-03-01,එම්.ආර්.නාමලී/එම්.ජී.එල්.ප්‍රනාන්දු,"පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,530,815,NULL,NULL
830,2014-04-03,"අනූෂා නිලන්ති/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,531,816,NULL,NULL
831,2014-07-15,"එම්.ජී.එල්.ප්‍රනාන්දු/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,532,817,NULL,NULL
832,2014-07-15,"එම්.ජී.එල්.ප්‍රනාන්දු/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,533,818,NULL,NULL
833,2014-09-02,"එම්.ජී.එල්.ප්‍රනාන්දු/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,534,819,NULL,NULL
834,2013-07-15,"එම්.ජී.එල්.ප්‍රනාන්දු/ එල්.ජී.එස්.හේමකාන්ති","නිර්දේශ කර ඇත.",NULL,535,820,NULL,NULL
837,2011-08-01,අමරානන්ද,"නිර්දේශ කර ඇත.",NULL,536,821,NULL,NULL
838,2009-10-22,N.R.Devanarayana/A.C.L.JAYASINGHA,,NULL,537,822,NULL,NULL
839,2012-07-30,"M.G.L.Fernando /S.D.YAPA",,NULL,538,823,NULL,NULL
840,2012-06-01,S.D.YAPA,,NULL,539,824,NULL,NULL
840,2012-06-01,S.D.YAPA,,NULL,540,824,NULL,NULL
841,2013-10-31,"D.Valantina/ L.G.S. Hemakanthi",,NULL,541,825,NULL,NULL
844,2014-02-07,"M.G.L.Fernando /W.D.Warnakulasuriya",,NULL,542,827,NULL,NULL
843,2014-10-13,"ලක්ෂ්මි ප්‍රනාන්දු/අනුෂා නිලන්ති",,NULL,543,826,NULL,NULL
843,2014-10-13,"ලක්ෂ්මි ප්‍රනාන්දු/අනුෂා නිලන්ති","අනුමතකර අැත",NULL,544,826,NULL,NULL
845,2013-06-18,"M.G.L.Fernando /L.G.S. Hemakanthi",,NULL,545,828,NULL,NULL
846,2012-11-01,"M.G.L.Fernando /W.Warnakulasooriya",,NULL,546,829,NULL,NULL
846,2012-11-01,"M.G.L.Fernando /W.Warnakulasooriya",,NULL,547,829,NULL,NULL
848,2012-06-13,"M.G.L.Fernando /W.Warnakulasooriya",,NULL,548,830,NULL,NULL
847,2013-07-09,"ඒස්.ඒස්.රණසිංහ/අචලා ෙකාෙහාන","අනුමතකර අැත",NULL,549,831,NULL,NULL
849,2012-05-10,"M.R.Namalee/Achala Kohona",Recomended,NULL,550,832,NULL,NULL
850,2013-10-24,S.S.Ranasingha/T.D.K.Gamage,Recammonded,NULL,551,833,NULL,NULL
853,2012-07-26,"අචලා කොහොන/ එල්.ජී.එස්.හේමකාන්ති","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,552,835,NULL,NULL
854,2012-07-13,එම්.ආර්.නාමලී/එම්.ජී.ලලිත්,"පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,553,836,NULL,NULL
855,2013-01-11,"ටී.ඩී.කේ. ගමගේ/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,554,837,NULL,NULL
856,2013-03-08,"එස්.එස්.රණසිංහ/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,555,838,NULL,NULL
857,2012-11-08,"ඒම්.ආර්.නාමලී/ අනූෂා නිලන්ති","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,556,839,NULL,NULL
859,2012-07-13,"ඩී වැලන්ටිනා, ඩබ්. ඩී වර්ණකුලසුරිය","බලපතුය නිර්දේෂ කර ඇත",NULL,557,840,NULL,NULL
860,2013-05-09,"එම්. ඡි. එල් ප්‍රනාන්දු, ඩබ්. ඩී වර්ණකුලසුරිය","බලපත්‍රය නිකුත් කර ඇත",NULL,558,842,NULL,NULL
862,2012-10-12,"ඩී. වැලන්ටිනා, එම්. ඡි. එල් ප්‍රනාන්දු, ඩබ්. ඩි වර්ණකුලසුරිය","බලපත්‍රය නිර්දේෂ කර ඇත",NULL,559,844,NULL,NULL
863,2014-01-10,"එස්.එස්.රණසිංහ/ මේනක රාජපක්ෂ","වලංගු කැනීම් බලපත්‍රය ලබා ගැනීමෙන් පසු පරිසර ආරක්ෂන බලපත්‍රය ලබාදීම සුදුසුය.",NULL,560,845,NULL,NULL
864,2012-11-01,"ඩී. වැලන්ටිනා, ඩබ්. ඩි වර්ණකුලසුරිය","බලපත්ර ය නිර්දේෂ කර ඇත",NULL,561,846,NULL,NULL
865,2012-07-26,"අචලා කොහොන/ එල්.ජී.එස්.හේමකාන්ති","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,562,847,NULL,NULL
866,2013-10-24,"එස්.එස්.රණසිංහ/ ටී.ඩී.කේ.ගමගේ","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,563,848,NULL,NULL
861,2010-09-30,"අචලා කොහොන/ නාලක රාජපක්ෂ","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,564,843,NULL,NULL
868,2014-08-05,"අනූෂා නිලන්ති/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,565,850,NULL,NULL
869,2014-09-25,"අනූෂා නිලන්ති/ අශෝක සමරවීර","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,566,851,NULL,NULL
870,2011-11-15,"ටී.ඩී.කේ. ගමගේ/ යූ.එන්.අමරානන්ද","පරිසර ආරක්ෂණ බලපත්‍රය ලබාදීම සුදුසුය.",NULL,567,852,NULL,NULL
858,2013-09-06,"ටී.ඩී.කේ. ගමගේ/ අචලා කොහොන","අපජල සාම්පලයක් පරීක්ෂා කර එම අගයන් ම.ප.අධිකාරියේ ප්‍රමිතීන් හා ගැලපේ නම් බලපත්‍රය ලබාදීම සුදුසුය.",NULL,568,841,NULL,NULL
871,2014-07-17,"අනූෂා නිලන්ති/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,569,853,NULL,NULL
872,2014-07-17,"අනූෂා නිලන්ති/ අචලා කොහොන","පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,570,854,NULL,NULL
873,2014-09-03,එන්.දේවනාරායන/එල්.ජයතිලක,"පරිසර ආරක්ෂණ බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,571,855,NULL,NULL
4,2014-08-26,"M.G.L.Fernando /D.I.W. Kodithuwakku","Recommended for EPL Renewal",NULL,572,4,NULL,NULL
6,2014-07-03,"M.G.L.Fernando /W.Warnakulasooriya","Recommended for EPL Renewal",NULL,573,6,NULL,NULL
874,2011-12-06,"එන්.ආර්.දේවනාරායන/ එල්.ජයතිලක"," අපජල විශ්ලේෂණ වාර්තාවක් ලබා ගෙන එම අගයන්  ම.ප.අ.යේ ප්‍රමිතීන්ට ගැලපේ නම් බලපත්‍රය අළුත්කිරීම සුදුසුය.",NULL,574,856,NULL,NULL
874,2014-02-11,"එන්.ආර්.දේවනාරායන/ එල්.ජයතිලක","බලපත්‍රය ලබාදීම නිර්දේශ කරමු",NULL,575,857,NULL,NULL
876,2011-12-06,"N.R'dewanarayana/ L.Jayathilaka","අපජල විශ්ලේෂන වාර්තාවක් ලබා ගෙන එය ම.ප.අ.යේ ප්‍රමිතීන්ට ගැලපේ නම් ප.ආ.බ. අළුත්කිරීම සුදුසුය.",NULL,576,859,NULL,NULL
877,2014-02-11,"N.R'Dewanarayana/ L.Jayathilaka","Recommonded for EPL",NULL,577,860,NULL,NULL
878,2011-12-13,"N.R.Dewanarayana/ L.Jayathilaka","Recommonded for EPL after obtaining waste water analytical report",NULL,578,862,NULL,NULL
879,2012-09-07,"N.R.Dewanarayana/ L.Jayathilaka","Recommoaded for EPl renewal",NULL,579,863,NULL,NULL
880,2013-11-08,"N.R.Dewanarayana/ L.Jayathilaka","Recommoaded for EPl renewal",NULL,580,864,NULL,NULL
882,2012-07-02,"N.R.Dewanarayana/ L.Jayathilaka","Recommonded for EPL",NULL,581,865,NULL,NULL
884,2013-09-17,"N.R.Dewanarayana/ L.Jayathilaka","Recommonded for EPL",NULL,582,867,NULL,NULL
885,2014-02-07,"N.R.Dewanarayana/ L.Jayathilaka","Recommoaded for EPl renewal",NULL,583,868,NULL,NULL
886,2013-11-28,"N.R.Dewanarayana/ L.Jayathilaka","Recommoaded for EPl renewal",NULL,584,869,NULL,NULL
888,2014-05-23,"N.Dewanarayana/ L.Jayathilaka","Recommoaded for EPl renewal",NULL,585,871,NULL,NULL
889,2011-11-11,W.Abesingha/L.Jayathilaka,"Recommoaded for EPl renewal",NULL,586,872,NULL,NULL
890,2014-07-18,"N.Dewanarayana/ L.Jayathilaka","Recommoaded for EPl renewal",NULL,587,873,NULL,NULL
891,2013-01-10,"N.Dewanarayana/ W.Abesingha","Recommoaded for EPl renewal",NULL,588,874,NULL,NULL
892,2012-10-22,"N.Dewanarayana/ W.Abesingha","Recommonded for EPL after obtaining waste water analytical report",NULL,589,875,NULL,NULL
895,2012-02-22,W.Abesingha,"Recommoaded for EPl renewal",NULL,590,876,NULL,NULL
898,2013-10-15,"N.R.Dewanarayana/ W.D.Warnakulasooriya","Recommonded for EPL",NULL,591,878,NULL,NULL
899,2013-06-28,"M.G.L.Fernando/ Ashoka Samaraweera","Recommonded for EPL",NULL,592,879,NULL,NULL
900,2013-06-24,"M.G.L.Fernando/ L.G.S.Hemakanthi","Recommonded for EPL",NULL,593,880,NULL,NULL
901,2013-04-04,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommoaded for EPl renewal",NULL,594,881,NULL,NULL
902,2013-04-19,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommoaded for EPl renewal",NULL,595,882,NULL,NULL
903,2012-08-24,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommonded for EPL",NULL,596,883,NULL,NULL
904,2011-12-27,"M.G.L.Fernando/ L.Gunasekara","Recommoaded for EPl renewal",NULL,597,884,NULL,NULL
905,2014-06-26,"S.M.D.K.A.Samaraweera/ P.H.Menaka Sujith","Recommoaded for EPl renewal",NULL,598,885,NULL,NULL
906,2010-12-01,"M.G.L.Fernando/ D.walantina","Recommonded for EPL",NULL,599,886,NULL,NULL
907,2013-10-09," W.D.warnakulasooriya/S.M.D.K.Samaraweera","Recommonded for EPL",NULL,600,887,NULL,NULL
909,2012-08-21,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommonded for EPL",NULL,601,888,NULL,NULL
910,2012-06-14,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommoaded for EPl renewal",NULL,602,889,NULL,NULL
24425,2012-05-07,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommonded for EPL",NULL,603,21107,NULL,NULL
24426,2013-03-16,"M.G.L.Fernando/ L.G.S.Hemakanthi","Recommoaded for EPl ",NULL,604,21108,NULL,NULL
24427,2012-07-17,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommonded for EPL",NULL,605,21109,NULL,NULL
24429,2012-12-21,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Recommonded for EPL after obtaining waste water analytical report",NULL,606,21110,NULL,NULL
24430,2014-01-24,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Recommoaded for EPl renewal",NULL,607,21111,NULL,NULL
24432,2012-12-12,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommended for EPl renewal",NULL,608,21112,NULL,NULL
24433,2014-01-24,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Recommoaded for EPl renewal",NULL,609,21113,NULL,NULL
24434,2013-05-08,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommoaded for EPl renewal",NULL,610,21114,NULL,NULL
24437,2014-11-12,"M.G.L.Fernando/ W.D.warnakulasooriya","Recommonded for  issuing EPL",NULL,611,21115,NULL,NULL
24438,2014-09-18,"D.Valantina/ N.Samarawickrama","Recommonded for EPL",NULL,612,21116,NULL,NULL
24439,2010-06-15,S.S.Ranasingha/U.W.N.Chandralani,"Recommonded for EPL",NULL,613,21117,NULL,NULL
24440,2014-11-24,"D.Valantina/ N.Samarawickrama","Recommoaded for EPl renewal",NULL,614,21118,NULL,NULL
24441,2012-03-12,U.W.N.Chandralani/O.N.Perera,"Recommoaded for EPl renewal",NULL,615,21119,NULL,NULL
24442,2014-11-24,"D.Valantina/ N.Samarawickrama","Recommonded for EPL",NULL,616,21120,NULL,NULL
24444,2014-11-24,"D.Valantina/ N.Samarawickrama","Recommoaded for EPl renewal",NULL,617,21121,NULL,NULL
24448,2014-09-09,"S.M.D.K.A.Samaraweera/ N.Samarawickrama","Recommonded for EPL",NULL,618,21123,NULL,NULL
24446,2012-02-14,U.W.N.Chandralani,"Recommoaded for EPl renewal",NULL,619,21122,NULL,NULL
24450,2014-09-18,"D.Valantina/ N.Samarawickrama","Recommonded for EPL",NULL,620,21124,NULL,NULL
24451,2014-11-24,"D.Valantina/ N.Samarawickrama","Recommonded for EPL",NULL,621,21125,NULL,NULL
24452,2014-11-24,"D.Valantina/ N.Samarawickrama","Recommonded for EPL",NULL,622,21126,NULL,NULL
24455,2014-04-11,"M.G.L.Fernando/ U.W.N.Chandralani","Recommonded for EPL",NULL,623,21127,NULL,NULL
24456,2014-01-16,"M.G.L.Fernando/ U.W.N.Chandralani","Recommoaded for EPl renewal",NULL,624,21128,NULL,NULL
24457,2014-04-11,"M.G.L.Fernando/ U.W.N.Chandralani","Recommonded for EPL",NULL,625,21129,NULL,NULL
24458,2014-04-28,"M.G.L.Fernando/ U.W.N.Chandralani","Recommonded for EPL",NULL,626,21130,NULL,NULL
24459,2013-07-01,"U.W.N.Chandralani/ N.A .Jayawardana","Recommoaded for EPl renewal",NULL,627,21131,NULL,NULL
24460,2013-03-15,"U.W.N.Chandralani/ N.A .Jayawardana","Recommonded for EPL",NULL,628,21132,NULL,NULL
24461,2013-10-11,"M.G.L.Fernando/ U.W.N.Chandralani","Recommoaded for EPl renewal",NULL,629,21133,NULL,NULL
24462,2013-12-10,"M.G.L.Fernando/ U.W.N.Chandralani","Recommonded for EPL",NULL,630,21134,NULL,NULL
24463,2013-11-25,"M.G.L.Fernando/ U.W.N.Chandralani","Recommonded for EPL",NULL,631,21135,NULL,NULL
24464,2013-03-01,"U.W.N.Chandralani/ N.A .Jayawardana","Recommoaded for EPl renewal",NULL,632,21136,NULL,NULL
24465,2013-10-10,"M.G.L.Fernando/ U.W.N.Chandralani","Recommoaded for EPl renewal",NULL,633,21137,NULL,NULL
24466,2013-05-21,"U.W.N.Chandralani/ N.A .Jayawardana","Recommended for EPl renewal",NULL,634,21138,NULL,NULL
24467,2014-04-28,"M.G.L.Fernando/ U.W.N.Chandralani","Recommonded for EPL",NULL,635,21139,NULL,NULL
24468,2012-02-28,U.W.N.Chandralani,"Recommoaded for EPl renewal",NULL,636,21140,NULL,NULL
24469,2013-05-21,"U.W.N.Chandralani/ N.A .Jayawardana","Recommoaded for EPl renewal",NULL,637,21141,NULL,NULL
24471,2012-05-25,U.W.N.Chandralani/O.N.Perera,"Recommoaded for EPl renewal",NULL,638,21142,NULL,NULL
24472,2013-08-02,"U.W.N.Chandralani/ N.A .Jayawardana","Recommoaded for EPl renewal",NULL,639,21143,NULL,NULL
24474,2014-04-24,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Recommonded for EPL",NULL,640,21144,NULL,NULL
24475,2014-08-08,"S.M.D.K.A.Samaraweera/ P.H.Menaka Sujith","Recommonded for EPL",NULL,641,21145,NULL,NULL
24477,2014-09-18,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Recommoaded for EPl renewal",NULL,642,21146,NULL,NULL
24478,2014-09-18,"N.Dewanarayana/ L.Jayathilaka","Recommanded for EPl renewal",NULL,643,21147,NULL,NULL
24479,2014-01-06,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Recommonded for EPL after obtaining waste water analytical report",NULL,644,21148,NULL,NULL
24480,2013-12-23,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Renewal of  EPL  can be considered after obtaining wast water analytical report ",NULL,645,21149,NULL,NULL
24483,2014-08-08,"S.M.D.K.A.Samaraweera/ P.H.Menaka Sujith","Recommonded for EPL",NULL,646,21150,NULL,NULL
24484,2014-10-30,"N.R.Dewanarayana/ S.M.D.K.A.Samaraweera","Issuing of EPL can be considered after  completing  constructions. ",NULL,647,21151,NULL,NULL
24486,2014-09-18,"D.Valantina/ N.Samarawickrama","Recommoaded for EPl renewal",NULL,648,21153,NULL,NULL
24485,2014-10-20,"M.G.L.Fernando/ Achala","Recommoaded for EPl renewal",NULL,649,21152,NULL,NULL
24487,2014-05-13,"U.W.N.Chandralani/ D. Walantina","Recommonded for EPL",NULL,650,21154,NULL,NULL
24488,2014-09-18,"D.Valantina/ N.Samarawickrama","Recommonded for EPL",NULL,651,21155,NULL,NULL
24490,2014-11-24,"D.Valantina/ N.Samarawickrama","Recommended for EPl renewal",NULL,652,21157,NULL,NULL
24491,2010-09-15,S.S.Ranasingha/L.G.S.Hemakanthi,"Issuing of EPL can be considered after  obtaining waste water analytical report",NULL,653,21158,NULL,NULL
24492,2012-02-22,U.W.N.Chandralani,"Recommonded for EPL renewal",NULL,654,21159,NULL,NULL
24493,2014-04-28,"M.G.L.Fernando/ U.W.N.Chandralani","Issuing of EPL can be considered after  obtaining waste water analytical report",NULL,655,21160,NULL,NULL
337,2014-10-03,"M.G.L.Fernando/ D.I.W.Kodithuwakku","Recommoaded for EPl renewal",NULL,656,333,NULL,NULL
24496,2014-03-18,"U.S.G.Abewardana/ O.N.Perera","Recommanded for EPl renewal",NULL,657,21161,NULL,NULL
24498,2014-10-10,"U.S.G.Abewardana/ U.W.N.Chandralani","Recommended for EPl renewal",NULL,658,21163,NULL,NULL
24502,2014-05-22,"M.I.Perera/ U.S.G.Abewardana","Recommanded for EPl renewal",NULL,659,21164,NULL,NULL
24503,2012-10-12,"U.S.G.Abewardana/ L.g.S.Hemakanthi","Recommended for EPl ",NULL,660,21165,NULL,NULL
24504,2013-09-23,"U.S.G.Abewardana/ U.W.N.Chandralani","Recommanded for EPl renewal",NULL,661,21166,NULL,NULL
24509,2012-10-12,"U.S.G.Abewardana/ L.G.S.Hemakanthi","Recommended for EPl renewal",NULL,662,21167,NULL,NULL
24510,2014-02-11,"M.I.Perera/ U.S.G.Abewardana","Recommoaded for EPl renewal",NULL,663,21168,NULL,NULL
24511,2012-01-31,S.S.Ranasingha/L.G.S.Hemakanthi,"Recommonded for EPL",NULL,664,21169,NULL,NULL
24512,2011-10-25,"L.G.S.Hemakanthi/ O.N.Perera","Recommanded for EPl renewal",NULL,665,21170,NULL,NULL
24513,2012-10-12,"U.S.G.Abewardana/ L.G.S.Hemakanthi","Recommoaded for EPl renewal",NULL,666,21171,NULL,NULL
24514,2012-10-12,"U.S.G.Abewardana/ L.G.S.Hemakanthi","Recommended for EPl renewal",NULL,667,21172,NULL,NULL
24515,2014-11-28,"M.I.Perera/ U.S.G.Abewardana","Recommended for EPl renewal",NULL,668,21173,NULL,NULL
24516,2014-03-18,"U.S.G.Abewardana/ O.N.Perera","Recommended for EPl",NULL,669,21174,NULL,NULL
24517,2013-12-05,"U.S.G.Abewardana/ O.N.Perera","Recommoaded for EPl renewal",NULL,670,21175,NULL,NULL
24518,2013-07-11,"U.S.G.Abewardana/ O.N.Perera","Recommoaded for EPl renewal",NULL,671,21176,NULL,NULL
24519,2013-11-19,"M.I.Perera/ U.S.G.Abewardana","Recommended for EPl renewal",NULL,672,21177,NULL,NULL
24520,2013-09-06,"U.S.G.Abewardana/ O.N.Perera","Recommoaded for EPl renewal",NULL,673,21178,NULL,NULL
24522,2013-02-01,"U.S.G.Abewardana/ O.N.Perera","Recommended for EPl renewal",NULL,674,21180,NULL,NULL
24523,2012-01-13,S.S.Ranasingha/L.G.S.Hemakanthi,"Recommanded for EPl renewal",NULL,675,21181,NULL,NULL
24524,2012-05-18,"U.S.G.Abewardana/ O.N.Perera","Recommended for EPl renewal",NULL,676,21182,NULL,NULL
24525,2012-07-24,"U.S.G.Abewardana/ W.Warnakulasooriya","Recommended for EPl renewal",NULL,677,21183,NULL,NULL
24526,2014-11-21,"M.I.Perera/ U.S.G.Abewardana","Recommended for EPl renewal",NULL,678,21184,NULL,NULL
24527,2014-02-25,"M.I.Perera/ U.S.G.Abewardana","Recommended for EPl renewal",NULL,679,21185,NULL,NULL
24528,2012-02-03,S.S.Ranasingha/L.G.S.Hemakanthi,"Recommended for EPl renewal",NULL,680,21186,NULL,NULL
24531,2014-05-06,"M.I.Perera/ U.S.G.Abewardana","Recommended for EPl renewal",NULL,681,21188,NULL,NULL
24532,2013-11-19,"M.I.Perera/ U.S.G.Abewardana","Issuing of EPL can be considered after  obtaining waste water analytical report",NULL,682,21189,NULL,NULL
24533,2012-02-08,S.S.Ranasingha/L.G.S.Hemakanthi,"Recommended for EPl renewal",NULL,683,21190,NULL,NULL
24534,2013-06-27,"U.S.G.Abewardana/ O.N.Perera","Recommended for EPl renewal",NULL,684,21191,NULL,NULL
24535,2014-05-06,"M.I.Perera/ U.S.G.Abewardana","Recommended for EPl",NULL,685,21192,NULL,NULL
24536,2014-11-28,"M.I.Perera/ U.S.G.Abewardana","Issuing of EPL can be considered after  obtaining valid mining License and re inspection",NULL,686,21193,NULL,NULL
24541,2014-10-13,"N.R.Dewanarayana/ L.Jayathilaka","Recommended for EPl",NULL,687,21194,NULL,NULL
24543,2014-04-24,"P.H. Menaka Sujith/ D.I.W.Kodithuwakku","Recommended for EPl",NULL,688,21195,NULL,NULL
24544,2014-03-12,"N.R.Dewanarayana/ P.H.Menaka Sujith","Recommended for EPl",NULL,689,21196,NULL,NULL
24545,2014-03-18,"U.S.G.Abewardana/ O.N.Perera","Issuing of EPL can be considered after  obtaining valid mining License.",NULL,690,21197,NULL,NULL
24551,2014-07-21,"U.S.G.Abewardana/ U.W.N.Chandralani","Rreccomended to issuing A category EPL ",NULL,691,21198,NULL,NULL
24553,2014-08-08,"M.I.Perera/ U.S.G.Abewardana","Issuing of EPL can be considered after  obtaining valid mining License.",NULL,692,21199,NULL,NULL
24554,2013-07-18,"S.S.Ranasingha/Anusha Nilanthi","Reccomended for EPl renewal",NULL,693,21200,NULL,NULL
24555,2014-10-04,"O.N.Perera/ U.S.G.Abewardana","Reccomended for EPl renewal",NULL,694,21201,NULL,NULL
24556,2014-07-11,"O.N.Perera/ U.S.G.Abewardana","Reccomended for  issuing EPL ",NULL,695,21202,NULL,NULL
24557,2013-11-06,"S.S.Ranasingha/Anusha Nilanthi","Recommended for EPl renewal",NULL,696,21203,NULL,NULL
24558,2012-04-30,"U.S.G.Abewardana/ O.N.Perera","Recommended for EPl renewal",NULL,697,21204,NULL,NULL
