industruID,metirialID,metirialname,qty
16484,841,Margarine,"200 kg/month"
16484,842,Sugar,"250 kg/month"
16484,843,Vegetables,"100 kg/month"
16484,844,Egg,"1500 nos/month"
16484,845,Water,"100 lit/day"
3224,846,"Plywood Boards",
3224,847,glue,
3224,848,Thiner,
3224,849,wooden,
3224,850,"Aluminium board",
3224,851,paints,
3224,852,cement,
3224,853,steel,
3224,854,"stainless steel boards",
3224,855,sand,
11722,856,Granite,
2258,857,"Granite 2""X2""",
18353,858,"Rock Boulders","7 Cube/ Day"
3224,859,nails,
11847,860,Paddy,600
16487,861,Paddy,"4000 kg/day"
16655,862,"Iron Bar",150kg/month
16655,863,"Iron Sheet",5ft
16655,864,"Steel Pipes","2Pippes/ month"
16655,865,"Welding rod",1kg/month
24859,866,"'3/4' chips",
24859,867,"ston dust",
24859,868,tar,
16488,869,"Steel pipes","10 pipes/month"
16488,870,"Iron bar","10 bars/month"
16488,871,"Iron sheet","20 sq.feet/month"
16488,872,"Welding rod","7 kg/month"
11913,873,Granite,
16490,874,Paddy,"6500 kg/day"
11861,875,Dinamite,
11780,876,granite,
16491,877,Paddy,"6500 kg/day"
16649,878,Water,55lit/day
2405,879,Cement,"80 tons"
2405,880,Aggregates,"140 tons"
2405,881,Sand,"120 m3"
2405,882,water,"40000 l"
11911,883,Granite,
3309,884,Timber,"07 items per day"
16492,885,"Iron ","3 kg/month"
3309,886,"Fiober glass","07 items per day"
18373,887,"Rock Boulder",12
11867,888,Dinamite,
11867,889,"Water jel",
16757,890,"Wheat flour ","800 kg/day"
16757,891,Sugar,"50 kg/day "
16492,892,"Welding road","02 kg/month"
16757,893,"Margarine ","10 kg/day "
16757,894,Eggs,"60 nos /day"
16757,895,Yest,"0.25 kg/day "
16493,896,Water,"500 lit/day"
18665,897,Granite,"100 cubes"
16494,898,"Welding rod","7 kg/month"
16494,899,"Iron sheet","20 sq.feet sheet/month"
16652,900,"Car Wash",300ml/month
16652,901,Water,
17248,902,cement,1000kg
1950,903,Granite,
17248,904,sand,"01 cube"
17248,905,"crushed stone","01 cube"
11878,906,paddy,3500kg
16495,907,"Steel pipes","5 pipes/month"
16495,908,"Iron bar","5 bars/month"
16495,909,"Iron sheet","10 sq.feet/month"
16495,910,"Welding rod","3 kg/month"
16570,911,Paddy,4500kg/day
16496,912,Paddy,"5000 kg/day"
16656,913,"Iron pipe",40bar/month
16656,914,"Iron Bar",750kg/month
16656,915,"Box Bar",15bar/month
16656,916,S/Bar,100bar/month
16656,917,"Welding  Electrodes",12kg/month
6110,918,"Imported materials",10%
6110,919,"Recycled Plastic",90%
11933,920,granite,
6610,921,Paddy,7000
1934,922,"Granite 6""X4""","10 boulders"
3274,923,"wooden (teak, Mahogani)","cubic ft 60"
3274,924,cealer,"06 ltrs"
3274,925,colours,"08 ltrs"
3274,926,Thiner,"20 ltrs"
3274,927,Lacker,"08 ltrs"
3274,928,glue,
3274,929,nails,
16657,930,"Iron  Pipe",10bars/month
16657,931,"Iron bar",20kg/month
4137,932,HDPE,
24873,933,Paddy,
4137,934,"Virgin  & rejected materials",
10275,935,Paddy,
16914,936,"steel pipes",50kg
16914,937,"iron bar",20bar
16914,938,"Amona sheet",2
16914,939,"welding rod",10kg
16914,940,revert,1kg
4107,941,Kerosine,"2 litters"
4107,942,"Cotton waste","2 kg"
16565,943,Paddy,4800kg/day
11844,944,Paddy,5100kg
5353,945,"Scrap,Silika,Iron,Paints",
1947,946,Granite,
18428,947,Granite,
11831,948,Paddy,6200
11880,949,Paddy,3500
11900,950,Paddy,"3200 kg per day"
1939,951,"Steel pipes",
1939,952,"welding rods",
1939,953,"Oxygen gas",
24880,954,"Metal 6X9",
1939,955,"Steel rods",
4097,956,Shampoo,
11904,957,Paddy,
6111,958,"PVC resins",250kg
11850,959,Paddy,6000kg
6111,960,Stabilizer,50kg
6111,961,,
11785,962,Paddy,2860000
11902,963,Paddy,5500
24882,964,"High density polyethelene",400kg
24882,965,CaCO3,100kg
22092,966,Water,6000li
11918,967,Paddy,"6200 kg"
6111,968,Calsium,300kg
6111,969,wax,20kg
11868,970,paddy,6200kg
4062,971,HDPE,
11917,972,Granite,
16441,973,Paddy,"12000 kg/day"
16574,974,Paddy,4500kg/day5
6620,975,Paddy,4000
6242,976,"cotton thread",20
6242,977,"silk thread",7
4108,978,"100% Polyester","3000 kg"
4108,979,"Polyester ","5000 kg"
3298,980,"High pressure","60 ltr"
3298,981,Kerosine,"30 ltr"
11916,982,Grnaite,
16916,983,"Steel pipes",50bar
16916,984,"iron bar","1 30'"
16916,985,"iron sheet","1 40Sq.ft"
16916,986,"iron tore",30bar
11912,987,Granaite,
16916,988,"welding rod",15kg
16563,989,Paddy,4000kg/day
11832,990,paddy,5500kg
11901,991,Granite,
11835,992,Paddy,5800
16797,993,"Water ","10000  lit/day"
11921,994,Paddy,"6500 kg per day"
11826,995,paddy,3000kg
16567,996,Paddy,4850kg/day
24887,997,"Polythene food grade ","80 Water tanks /day"
11915,998,Granite,
11898,999,paddy,"4800 kg "
11982,1000,Granite,
16770,1001,water,"1500 lit/day"
16789,1002,Water,"800 lit/day"
16575,1003,Paddy,4000kg/day
16569,1004,Paddy,4000kg/day
16571,1005,Paddy,4000kg/day
18358,1006,"Rock Boulders","12 Cube/ Day"
16917,1007,"Steel pipes/month",15pipes
16917,1008,"iron bar/month",25bar
16917,1009,"iron sheet/month","40 Sq.feet"
11991,1010,Granite,
16917,1011,"welding rod/month",15kg
16774,1012,"Water "," 200 /lit/day"
1933,1013,"Natural rubber",
1933,1014,Fillers,
1933,1015,Accelarators,
1933,1016,Oils,
5033,1017,Cement,"22350 kg"
5033,1018,Sand,"6.15 cubes"
5033,1019,"3/4"" Metal","10 cubes"
5033,1020,"1/2"" Metal","2.41 cubes"
5033,1021,"H.T.S. 6.35 mm","1312 kg"
16858,1022,,
5033,1023,"Pendrol shoulder","1296 nos"
11843,1024,paddy,3200kg
16858,1025,Water,"500 Lit/day"
3209,1026,"Resin PVC compound","300 kg"
4072,1027,"Cold rolled sheets",
4072,1028,Zinc,
11972,1029,Paddy,"2500 Kg"
16987,1030,"Iron Shaft","75 kg /Mounth"
16987,1031,"Welding Rot","1.5 kg /Day"
18880,1032,"steel,iron",85bars/month
1940,1033,"50ft3 wood",
12011,1034,Paddy,"6000 Kg"
17189,1035,"Paddy rice",6000
5160,1036,Flour,"70 kg"
12001,1037,Paddy,"4200 Kg"
16758,1038,"Iron bar","50 bar/day"
16758,1039,G.I.pipes,"500 kg/month"
11992,1040,Paddy,"2500 Kg"
1945,1041,"test liner paper","3.6 MT per day"
1945,1042,"Medium paper","3.6 MT per day"
4148,1043,Diesel,"10 L/day"
16409,1044,"iron Bar 3/4""",10
16409,1045,"iron bar 1/2""",11
4148,1046,Kerosene,"10 L/day"
4148,1047,"Lubricant oil","50 L/day"
11864,1048,Dinamite,5kg
12002,1049,Paddy,1500kg
5137,1050,"Vegetables, Meat, Retti, Seafood",
18884,1051,steeliron,75bars/montgh
4139,1052,"Polythene pellets",
16865,1053,Water,"500 Lit/day"
24898,1054,"Wheat Powder",500
24898,1055,"Rice Flour",250
1955,1056,"Pthalic Anhysride","1680 kg"
1955,1057,"malic Anhydride",1000kg
1955,1058,"Propyline Glycole",1320kg
1955,1059,"Mono ethyl glycol",440kg
1955,1060,"Di ethyl glycol",520kg
1955,1061,"Styrene Monomor",2320kg
1955,1062,"ISO pathalic Acid","80 kg"
11964,1063,Paddy,4500kg
24898,1064,"Black gram flour",200
11837,1065,Paddy,5000kg
16988,1066,"Poultry Mash",40kg
16988,1067,"Cattle Feed",25kg
16988,1068,"Rice Brain",25kg
1301,1069,"Linear low density polythene","17820 kg/month"
1843,1070,Granite,
12004,1071,Paddy,"4800 Kg"
6116,1072,"Card boards",176kg
16793,1073,"Iron bar","300 kg /day "
16793,1074,"G.i.pipes ","500 kg/month"
3226,1075,metal,"25 cubes"
3226,1076,sand,"15 cubic meters"
3226,1077,cement,"10 tonns"
16793,1078,"Welding rods ","10 box/month"
11823,1079,Paddy,7000kg
3226,1080,water,"2500 gallons"
1949,1081,Granite,
5036,1082,"Rice, flour, chocalate, sugar",
1946,1083,Granite,
16870,1084,Water,"500 Lit/day"
24909,1085,Rock,
2534,1086,"Paper, paint","Paper- 5 ton, Paint - 35kg"
18863,1087,"steel iron",95m/month
4662,1088,Glucose,
938,1089,Yarn,20kg
2068,1090,Amonia,"3 kg"
12005,1091,Paddy,1500kg
4662,1092,Sugar,
2068,1093,Granite,
11824,1094,Paddy,5000kg
16766,1095,"Iron bar ","200 kg/day "
12003,1096,Paddy,
16766,1097,"G.I.pipe ","300 kg/month "
4662,1098,Salt,
4662,1099,Flavours,
24910,1100,Soap,
16380,1101,Rock,"240 cubes/month"
4637,1102,"Steel sheets","3 tons/month"
4637,1103,"Steel Rods","1 tons/month"
11875,1104,"Soap solution",4l
4637,1105,"Flat Iron","2 tons/month"
16871,1106,"Iron bar/ Steel and pipes","Depend on the order"
6116,1107,"potassium chlorate",75kg
6116,1108,wax,250kg
6116,1109,"Red posperus",7.5kg
6116,1110,"Carbon Black",2kg
6116,1111,"60 GSM paper",200kg
6116,1112,"Glas powder ",14kg
6116,1113,sulpher,8kg
6116,1114,Diromats,1kg
24913,1115,LDPE,750
24913,1116,HDPE,750
24913,1117,IPA,5
24913,1118,NBA,3
24913,1119,Ink,10
11989,1120,Paddy,4500kg
1276,1121,HDPE,
18205,1122,"Ingredients used in Biscuit production",6.27/day
16873,1123,"Iron bar, Steel & pipes","Depend on the order"
17185,1124,Paddy,
11999,1125,Paddy,900kg
11877,1126,paddy,6000kg
2688,1127,"PVC Resin, PVC stabilizer, Pvc filler, Polyrthylene wax",
6109,1128,"Rubber FAB",420kg
6109,1129,"Reclame Rubber",195kg
6109,1130,"Rubber Carbon Black",45kg
6109,1131,whiting,375kg
11979,1132,Granite,
1957,1133,Chicken,"1250kg per day"
1957,1134,Beet,"150kg per day"
1957,1135,Salt,"30kg per day"
1957,1136,Vegetable,"200kg per day"
1957,1137,Fish,"100kg per day"
11998,1138,Paddy,1850
10260,1139,"Granite (kalu Gal)",25
11840,1140,Paddy,4500kg
11961,1141,Granite,
11830,1142,paddy,6500kg
3284,1143,kerosine,"8 ltrs"
3221,1144,-,
3284,1145,"pentratin oil","10 ltrs"
3284,1146,"grease oil",
4620,1147,"Tin plates","3 MT/day"
11848,1148,paddy,6000kg
4620,1149,"TFS plate","0.5 MT/day"
10263,1150,Paddy,7500
4620,1151,Ink,"5 kg/day"
4620,1152,Coating,"100 kg/day"
4620,1153,Compound,"5 kg/day"
4620,1154,"Copper wire","25 kg/day"
4620,1155,Tagger,"25 kg/day"
4620,1156,Solvents,"35 l/day"
11676,1157,granite,"75 cubes"
3225,1158,"MDF plywood",
19019,1159,"Iron ",1kg/day
11829,1160,paddy,4000kg
4638,1161,LDPE,
4638,1162,HDPE,
6109,1163,"Chaina Clay",90kg
10264,1164,"cement kg",15600
6109,1165,"stearick acid",8.5
6109,1166,"Zink Oxide",22.5
10264,1167,"Aggregates (kg)",40800
10264,1168,"River Sand kg",33600
10264,1169,"Add mixture (kg)",146
10264,1170,"Water (l)",7200
16923,1171,"Steel pipes/month","15 bar"
16923,1172,"iron bar/month",1
16923,1173,"iron sheet/month","1 (10 Sq.Feet)"
16875,1174,Water,"about 200-400 Lit/day"
16923,1175,"iron tore","10 bar"
11981,1176,Paddy,1500
16409,1177,"Iron 1'",20
16923,1178,"welding rod","10 kg"
16409,1179,"Iron 1 1/4'",10
4627,1180,"Scrapped Lead","8500 kg/day"
11849,1181,paddy,6000kg
4627,1182,"Scrapped Iron","850 kg/day"
16409,1183,"Iron sheet",100
4627,1184,"M Cork","450 kg/day"
4627,1185,Tin,"10 kg/day"
4627,1186,Antimony,"90 kg/day"
4627,1187,Aresenic,"60 kg/day"
4627,1188,Selenium,"55 kg/day"
4627,1189,"Lead Oxides","8900 kg/day"
4627,1190,"Polyester fiber","6 kg/day"
11976,1191,Granite,
6258,1192,"IRON SHEET",2000
3190,1193,Copper,"12MT per day"
3190,1194,Aluminium,45MT
3190,1195,Steel,4MT
3190,1196,PVC,7MT
1070,1197,"Rice,vegetables,seafood, meat",
6109,1198,DPG,1.3kg
6109,1199,MBTS,6.6
6109,1200,"rosing light",10.5
24933,1201,"Lubricant oil and filters",
4645,1202,Plastic,"75 kg"
24932,1203,Metal,
24926,1204,Watter,150Kg
24926,1205,Suger,20Kg
24926,1206,Fruit,30Kg
2302,1207,Granite,
24926,1208,Calaring,7g
922,1209,"Diesel, Karosene",
2276,1210,iron,
4606,1211,Copper,"2.5 MT/day"
4606,1212,PVC,"4 MT/day"
4606,1213,Aluminium,"10  MT/day"
17187,1214,granaite,
4611,1215,"Deflated soya flour",
3225,1216,timber,
3483,1217,"Artificial threads",
3483,1218,"Cotton treads",
18501,1219,Paddy,12000Kg
16879,1220,"Iron bar","Depend on the order"
11884,1221,paddy,5500kg
11766,1222,Dinamite,500g
4696,1223,Cement,"400 MT/day"
4696,1224,Fibre,"60 MT/day"
2407,1225,fabric,
2407,1226,lable,
2407,1227,cardboard,
2407,1228,polythene,
11767,1229,Kerosine,4l
11767,1230,soap,1kg
11977,1231,Gaíite,
11767,1232,"car wash",6l
11971,1233,Granite,
11772,1234,paddy,2000
3304,1235,"L.D.P.E. 25%","180 kg"
3304,1236,"L.L.D.P.E. 75%","540 kg"
11988,1237,Paddy,3000
16410,1238,"Steel pipes / month",30
4692,1239,"Polythene pellets","1000 kg/day"
16410,1240,"Iron bar /month",50
16410,1241,"Iron sheet /month",40
16410,1242,"welding rod /month",35Kg
16410,1243,"Iron bar /month","60 Kg"
12010,1244,Granaite,
973,1245,"News print papers",8MT
973,1246,"Printing plates",100sheets
973,1247,"Plate processing developer",10L
2037,1248,Cement,16Ton
2037,1249,Sand,10cubes
973,1250,"Printing ink",150kg
2037,1251,stone,"14 cubes"
2037,1252,Water,10000L
973,1253,"Fountation solution","15 L"
2037,1254,Chemical,60L
24946,1255,Papers,
24946,1256,Ink,
24946,1257,Glue,
11984,1258,Granaite,
11760,1259,Paddy,
3254,1260,"polythene wastes",200kg
3254,1261,"HDPE vergin",200kg
11966,1262,Paddy,3500
1971,1263,ABS,"240 kg per day"
1971,1264,HIPS,"90 kg per day"
1971,1265,GPPS,90
1971,1266,SAN,"36 per day"
1971,1267,PET,"48 per day"
17186,1268,Paddy,"2000kg/ Day"
4751,1269,"Aluminium sheets",
11768,1270,iron,
4751,1271,"Zinc Aluminium",
4751,1272,"Zinc coating",
11983,1273,Granite,
5196,1274,Flour,"400 kg"
4603,1275,Flour,"65000 kg"
4603,1276,Sugar,"13750 kg"
4603,1277,Fat,"8500 kg"
11959,1278,Granite,
24949,1279," Hardware Items",
24949,1280,,
18923,1281,"food items",100kg/day
16411,1282,Water,"0.5 m3 / day"
17210,1283,Paddy,
12171,1284,Dinamite,
1974,1285,LDPE,"1000kgs per day"
1974,1286,PP,"1000kgs per day"
1974,1287,"HD/PP injection","500kgs per day"
6613,1288,Granite,
12169,1289,Dinamite,2
11994,1290,Paddy,4750
24952,1291,HDPE,200
24952,1292,M.B,200
12170,1293,Dinamite,2
12000,1294,Paddy,3000
4615,1295,"Sewing Machine components",
1969,1296,"Plastic raw material",
18206,1297,cement,"6 tons"
18206,1298,Metal,"4 cubes"
18206,1299,Sand,"2 cubes"
2032,1300,"Grand Parent Chicks",
11987,1301,Paddy,4500
18187,1302,"washing powder",
18187,1303,detergent,
17050,1304,"Metal bar",3
4640,1305,"Sopa noodles","2700 kg"
4640,1306,Perfumes,"27  kg"
4640,1307,"Herbal extract","27  kg"
4640,1308,Paraffin,"1.8  kg"
4689,1309,"CTP nad PS Plates/Image setter film",
16802,1310,"Iron bar","300 kg/ day"
16802,1311,"G.I.pipes ","200 kg/day"
16802,1312,"Welding rod ","10 box/month"
3504,1313,polythene,"200 g"
3504,1314,"fresh leafy vegetables",
1973,1315,Granite,
4693,1316,Flour,"250 kg"
4693,1317,Sugar,"300 kg"
4693,1318,Margarine,"350 kg"
4693,1319,Butter,"80 kg"
4693,1320,Milke,16
4693,1321,"Condensed milk",15
4693,1322,"Icing sugar"," 25 kg"
4693,1323,"Coca powder","1 kg"
4693,1324,Egg,5000/day
4693,1325,Cream,"24 litters"
1976,1326,"Metal sheets","35 nos (8'x4') sheets per day"
1976,1327,Powder,"35 to 40kg per day"
16580,1328,"Lagoon Water",21000m3
16412,1329,"Iron tore","50 / month"
16412,1330,"Iron bar","500Kg / month"
17048,1331,Water,
4605,1332,HDPE,
4605,1333,LDPE,
4605,1334,PP,
24962,1335,"raw foods materials(rice, vegetables, leafy vege.,chicken, fish etc.) ",
1980,1336,maize,
1980,1337,rice,
1980,1338,"fish powdeer",
6623,1339,Granite,
1980,1340,soya,
12045,1341,"Raw fertilizer",
16412,1342,"Iron pipes","20 / month"
16947,1343,"Steel Pipes","10 pipes/ month"
16947,1344,"iron bar ","15 Bar"
4795,1345,Cement,"400 MT/day"
4795,1346,Fiber,"60 MT/day"
1975,1347,Polythene,
18195,1348,Aluminium,
16947,1349,"Iron Sheet","10 Sq.feet/month "
16947,1350,"Welding rod",15kg
16947,1351,"Iron bar",25kg
24951,1352,"Washing Liquid","1.5 L"
1074,1353,"Rice, vegetables, meat, ",
24951,1354,"Kerosene oil","2 L"
16803,1355,"white iron bar ","500 kg/day"
1970,1356,"Iron cable",160kg
1970,1357,"Plastic tube","10 kg"
3603,1358,"inner wire rope","10000 m"
18924,1359,"food items",75kg/day
3603,1360,"PVC coated outer casings","8000 m"
3603,1361,"PVC outer sleeves","1000 m"
3603,1362,"Cable packing's","4000 pieces"
3603,1363,"end fittings","12000 pieces"
3603,1364,"Zinc alloy ingots","6 kg"
16811,1365,"Iron bar ","200 kg/ day"
16811,1366,"G..I. .pipes ","300 kg/day"
16811,1367,"Welding rod ","8 box /day"
18185,1368,,
18185,1369,,
16413,1370,"Steel pipes","18 / month"
16413,1371,"Iron bar","20 / month"
16413,1372,"Iron sheet ","30 / month"
16413,1373,"welding rods","15 / month"
4642,1374,"Polythene materials","150 kg"
11776,1375,Paddy,11000
11997,1376,Paddy,5000kg
3588,1377,"imported electronic spare parts",
4686,1378,"PVC Plug",27144/month
4686,1379,"Plastic Measuring Cup",27144/month
4686,1380,"Plastic caps",27144/month
11965,1381,Paddy,"4500 kg"
4686,1382,"Glass Bottles",27144/month
4686,1383,"Printed cartons",183360/month
4686,1384,"Paper leaflet",183360/month
4686,1385,Stickers,54288/month
11773,1386,"paddy husk,water","1000 tons"
6612,1387,Paddy,13000
16415,1388,"Steel pipes ","20 / month"
16415,1389,"Iron bar 18'","15 / month"
16415,1390,"Iron sheet","1 (75'*3)"
16415,1391,"welding rod","5 / month"
4991,1392,PVSroll,10
4991,1393,Cardboard,"20 packets"
11962,1394,Granite,
1299,1395,Flour,
1299,1396,Sugar,
1299,1397,Margarine,"60 kg"
1299,1398,Salt,"20 kg"
1299,1399,Eggs,2100
1299,1400,Fish,"30 kg"
1299,1401,Vegetables,"30 kg"
18185,1402,"Poultry Feed","10000 kg"
3533,1403,metal,
3533,1404,brass,
3533,1405,steel,
3564,1406,paints,
3564,1407,thiner,
3564,1408,lackers,
1033,1409,"Wheet flour","30 sacs"
17228,1410,Paddy,
1293,1411,Water,"3000 l/day"
1293,1412,"Lubricant oil","40 l/day"
12009,1413,Granite,
1978,1414,Soya,"550 T per month"
1978,1415,Rice,"550 T per month"
1978,1416,Cofee,"5 T per day"
11985,1417,Granite,
1979,1418,"imported polythene",
24977,1419,"raw foods (vegetables, rice, fish, chicken etc.)",
11995,1420,Granite,
11963,1421,"Granite ","3 Qube"
4610,1422,Sugar,"2000 kg"
4610,1423,"Liquid glucose","1230 kg"
4610,1424,"Milk powder","175 kg"
4610,1425,"Cocoa powder","21 kg"
4610,1426,Flavours,"6 L"
16386,1427,Rock,
16386,1428,Rock,N/A
16588,1429,"Lagoon Water",13500m3
12006,1430,,
18320,1431,Broiler,2000
16588,1432,"Prown Feed",
18320,1433,Pigs,70
1072,1434,"Rice, vegetables, fish, meat,",
3552,1435,"tomato sauce",
3552,1436,"wheat flour",
3552,1437,"soya oil",
2406,1438,-,
3552,1439,cheese,
3552,1440,"processed chicken",
24979,1441,"Partially volcanized tradeliner",
11969,1442,Granaite,
16416,1443,"Wheat flour","2100Kg / month"
1292,1444,"Plastic pellets","25 kg"
16416,1445,Margarine,"150Kg /month"
2073,1446,"5.5mm wire rod","15 MT per day"
1246,1447,"Dry rashions, vegetables, & meat items",
17212,1448,Paddy,
16416,1449,Sugar,"200Kg /month"
16416,1450,Vegitables,"100 / month"
16944,1451,"Steel piopes","10 piopes"
16944,1452,"iron bar ","18 bar"
16944,1453,"Iron sheet","15 Sq feet"
11968,1454,Granite,
16944,1455,"Welding rod",20kg
16944,1456,"Iron bar",30kg
16760,1457,"iron bar ","200 kg/month"
16760,1458,"Antic corrosive ","8 lit/month "
24983,1459,Chemicals,
16583,1460,"Lagoon Water",12000m3
11939,1461,Metal,"20 Qube"
1270,1462,"Steel sheets","03 tons"
1270,1463,"Steel rods","01 tons"
1270,1464,"Flat iron","02 tons"
10146,1465,"Ammonia Nitrate, Electric deterneter",
17225,1466,Paddy,
16780,1467,"iron bar","100 /kg/mont"
16780,1468,G.I.pipes,"50 kg/month "
16417,1469,"Wheat flour","2450Kg /month"
16780,1470,"welding rod ","3 box /month"
16417,1471,Margarine,"200Kg /month"
16417,1472,Sugar,"250Kg /month"
12024,1473,Paddy,12000kg
16417,1474,Vegitables,"100Kg / month"
11957,1475,Granite,
16767,1476,"iron bar ","300 kg/day"
16767,1477,G.I.pipes,"200 kg/day "
16767,1478,"welding rod ","8 box/ month"
5131,1479,"Rice,meat,vegetables,fish",
11958,1480,"municipal waste","3 tons"
1277,1481,PET,"25 kg"
1277,1482,LDPE,"50 kg"
1277,1483,BOPP,"25 kg"
1983,1484,"Soya, punnak, vitamins for animal food",
16418,1485,Diesel,"10 letter"
16418,1486,"Rock / 0.0506Ha","210cube / month"
936,1487,"Copper sulphate, nickei sulphate, boric acid, glue, coconut oil, kerosine oil, brushers, clothe mops",
16945,1488,"Steel Pipes	","20 pipes/ month"
16945,1489,"iron bar 	","30 Bar"
16945,1490,"Iron Sheet"," 25 Sq.feet/month"
1992,1491,"Poly proplene",750kg
16945,1492,"Welding rod 	",30kg
16945,1493,"Iron bar			","40kg	"
4624,1494,Paper,"35 MT"
1992,1495,"Low density polythene",100kg
4624,1496,Ink,"88 kg"
4624,1497,Gum,"1200 kg"
1992,1498,"High density polythene",20kgs
3198,1499,aerosil,
1992,1500,"All other resines",
3198,1501,"Aluminium hydroxide",
3198,1502,amoxycilline,
3198,1503,"Ethyline oxide",
3198,1504,Methonol,
3198,1505,"Sorbic acids",
16783,1506,"Aluminium bar ","200 bar/month "
3198,1507,paracetomol,
3198,1508,"Magnesium stearate",
16783,1509,"M.D.F.Board ","15 sheet /month"
16783,1510,"Glass (4''x 6'')","10 sheet/month "
16959,1511,"Water	",400lit/da
16959,1512,,
16959,1513,,
16959,1514,,
16959,1515,"	",
16959,1516,,
16786,1517,"iron bar ","200 -250 kg/day"
16786,1518,G.I.pipes,"200 -250 kg/day"
16768,1519,"iron bar","7500 kg/day"
16768,1520,"welding rod ","300 kg/month"
16768,1521,oxygen,"15 kg/month"
16768,1522,acetylic,"8 kg/month"
16594,1523,Water,"2600 lit."
16594,1524,"Body Wash",1.5litre.
16594,1525,"High power","02 litre."
16594,1526,Kerosene,"02 litre."
16658,1527,Water," 33000li"
16385,1528,Rock-0.6976ha,
16637,1529,"Items used for food perparation for occupannts",
11929,1530,paddy,7500
17221,1531,Rock,
4690,1532,"Sand Papers",10/day
4690,1533,Thinner,"15 l/day"
4690,1534,Sealers,"08 l/day"
4690,1535,"Wodd finishing","08 l/day"
4690,1536,Nails,"1 kg/day"
4690,1537,"Teak stains","01 l/day"
24990,1538,"animal feed",
1261,1539,Flour,450kg
1261,1540,Onions,80kg
1261,1541,Potatoes,60kg
1261,1542,Rice,70kg
1261,1543,Chicken,60kg
1261,1544,Fish,12kg
1261,1545,Vegetables,110kg
1261,1546,Eggs,1200
1261,1547,Sugar,15kg
12028,1548,paddy,20000
24991,1549,"LLDPE (Mt/month)",25
4599,1550,"Viva bulk blend",
4599,1551,"Horlicks malted food bulk blend",
3428,1552,fiber,"100 kg"
4599,1553,"Chocolate horlicks bulk",
3428,1554,"Rubber latex","25 ltrs"
10472,1555,"Lime stone",
16989,1556,Rock,"0.0253 Ha"
24992,1557,Metal,
11935,1558,Granite,100
4811,1559,"Food Grade (BOPP,PET,MPET,CPP,Nylon)",
3543,1560,Rexin,"5 m"
3543,1561,glue,"1.5 ltrs"
3543,1562,lackers,"50 g"
4811,1563,"PLA Material/LLDPE",
4811,1564,Ink,
18621,1565,Granite,
6596,1566,"animal feed",
3543,1567,"grey cloth","0.5 m"
13807,1568,Rock,
1280,1569,"Dry rubber compound",
16640,1570,Water,1000/day
18608,1571,Paddy,500
1002,1572,"Steel, brass, iron, aluminium",
1281,1573,"Paper and board",
1281,1574,"Printing ink",
1281,1575,"Washing solvent",
1281,1576,"UV Varnish",
17200,1577,Paddy,
2603,1578,"PP yarn Grade ",88.5%
2603,1579,"Calcium Carbonate",10%
2603,1580,"Master Batch",1.5%
4670,1581,"Wheat flour","3 Tons"
17230,1582,Paddy,
4670,1583,"Soya flour","3 Tons"
4670,1584,"Vegetables Fat","01 tons"
4670,1585,"Tomato paste","500 kg"
4670,1586,Emulsifier,"0.1 Tons"
4670,1587,Enzymes,"0.1 Tons"
16990,1588,Rock,"0.0259 ha"
4639,1589,"Recycled pellets",
5039,1590,"Rice,meat,vegetables,fish,pasta,seafood",
17213,1591,Paddy,
1419,1592,"Zinc Aluminium powder coated sheets",
15386,1593,Aggregate,"100 Ton"
15386,1594,Dust,"100 Ton"
16991,1595,"Rock ","0.0990 ha"
15386,1596,Bitumen,"100 Kg"
16871,1597,,
16861,1598,"Iron bar, L Iron","Depend on the order"
17220,1599,Paddy,
16874,1600,"Iron sheets & Paints","1 to 2 vehicles per month"
16960,1601,"Steel pipes","10 pipes/month"
16960,1602,"Iron Bar	","20 bars/month"
16960,1603,"Iron Sheet	","20 sq.feet/month"
16960,1604,"Welding Road","7 kg/month"
2307,1605,Sugar,
2307,1606,Margarin,
2307,1607,wheatmeal,
1988,1608,"Iron tube",
1988,1609,"Coated powder",
1988,1610,"Ruber bush",
1988,1611,Cusions,
1988,1612,"MDF board",
16419,1613,"Roack / 0.0506ha","210 / cube"
18623,1614,"Iron,, Paint",
1998,1615,Papers,"200 Ton per month"
25011,1616,"'6x9' granate","20 cube"
1995,1617,HDP,"30kg per day"
1995,1618,LLDP,"60kg per day"
18602,1619,"Iron, wood, paint",
16815,1620,"iron sheet ","3 -4 /month"
16815,1621,"paste ","1 kg/day "
16815,1622,"oxen ","5 kg /day "
1996,1623,"Waste plastics",
16376,1624,Rock/0.0506ha,240/cubes
16924,1625,"Iron bar/month",500kg
16924,1626,"Steel, pipes/month",400kg
18622,1627,"Coconut husk","2000  2500"
16812,1628,"iron sheet ","2- 3 nos/month"
16812,1629,"paste ","1 kg/day "
16812,1630,"oxen ","5 kg/day "
1997,1631,Hyjin,
1997,1632,Compound,
1997,1633,"Luster soap",
25015,1634,Rice,10Kg
25015,1635,Vegetable,5Kg
17726,1636,"Granite Boulders","50 cubes"
17231,1637,Paddy,"6000 kg/ Day"
2009,1638,Papers,
2539,1639," Printing Paints",8Kg
17224,1640,Explosive,
2539,1641,"Polythene Pallets",100Kg
1994,1642,"Granite Boulders",
25016,1643,Cement,
25016,1644,Metal,
25016,1645,Sand,
16595,1646,"Car Wash",300ml
