industruID,metirialID,metirialname,qty
2063,1647,soil,"15 cubes"
16594,1648,,
16595,1649,Water,620litre
16595,1650,"High power",200ml
15392,1651,"Metal Rock","600 cubes"
25017,1652,Fabric,
25017,1653,Thread,
16926,1654,"Steel pipes/month",40bar
16926,1655,"Iron bar/month",1
2004,1656,"Raw cow hides 300","2400kgs per month"
2004,1657,"Raw buffalo hides 300","4500kgs per month"
2004,1658,"Raw goat skins 250","250kgs per month"
17511,1659,"6x9 granaitr",
16926,1660,"iron tore/month","20 bar"
16926,1661,"welding rod/mnth",14kg
2641,1662,"Flour, Soya oil, Vegetables",
16641,1663,Water,1000
16799,1664,"iron sheet ","3 - 4 nos/month "
16799,1665,"welding rod ","5 box /day "
16799,1666,"paste ","5 kg /day"
16799,1667,oxen,"5 kg /month"
16420,1668,Pigs,20
16420,1669,Goat,39
16420,1670,Cows,7
16420,1671,Hens,100
17544,1672,Aggregate,
17544,1673,Bitumen,
18637,1674,"Coconut husk",
17519,1675,"60/70 Bitumen",16000Kg/day
17519,1676,"Rubber powder","250 Kg/day"
17519,1677,Kaolin,"250 Kg/day"
17526,1678,"Amonia, Ninatit, explosives, Caps, Service yarns",10kg
17519,1679,"Kerosone oil","100 Kg/day"
16612,1680,"Iron tore","40 bars/month"
16516,1681,paddy,"5000 kg/month"
16421,1682,"Steel pipes","8 /month"
16421,1683,"Iron bar","10 /month"
16421,1684,"Iron sheet","20 sq.feet/month"
16421,1685,"Welding rods",10Kg
16622,1686,"Iron tore","30 bars"
16622,1687,"Iron bar",950kg
16622,1688,"Iron sheet","15 / month"
17222,1689,Paddy,
16622,1690,"Steel pipes","10 pipes"
18628,1691,Granite,6x4
16422,1692,chicks,"850 /Week"
16422,1693,feed,"850Kg /Week"
17529,1694,"6x9 granaite",
25034,1695,"Granite Boulders",
17215,1696,Rock,
16521,1697,paddy,5000kg/day
18619,1698,Granite,
16423,1699,,
16423,1700,Water,"0.5 m3 / day"
17217,1701,Rock,
17521,1702,"6x9 Metal","10 Cube"
17727,1703,"6x4 granaite","20 cube"
16428,1704,Rice,"100Kg /day"
16428,1705,Chilies,"20 Kg/day"
16612,1706,"Iron bar",1500Kg/month
17547,1707,"6x9 Metal",30
17534,1708,Cloth,700Y
17534,1709,Les,200y
17534,1710,pearl,115LB
16561,1711,Mash,2275kg
19009,1712,rice,1500kg/day
19010,1713,Rice,1500kg/day
19011,1714,Rice,1500
19012,1715,Paddy,1000
17555,1716,Rock,
17533,1717,Granite,6x9
19018,1718,Paddy,2400kg/day
17522,1719,Granite,
17214,1720,Paddy,"2500 kg/ Day"
18430,1721,"Granite Bulders","10 cubes"
17723,1722,Granite,
17549,1723,"Amonium Nittrate ",1kg
17527,1724,Granite,
17523,1725,Rock,
18198,1726,"Washing Powder",Washing
17540,1727,Granite,6x9
17559,1728,,
17559,1729,,
18184,1730,Kerosine,"5 L"
18184,1731,Highpressure,"15 L"
17512,1732,"Explosives ",6
18190,1733,"6x9 ","12 cube"
17642,1734,Granite,6x9
17638,1735,Explosive,
17552,1736,Bitumn,"28200 Kg"
17655,1737,Granite,
18462,1738,Paddy,
17728,1739,Rock,
17657,1740,Granite,
18467,1741,Rice,1200
25046,1742,"6""*9"" and 6""*4"" Boulders",
17659,1743,Granite,
17565,1744,"Granite Boulders 6""*9""",
17524,1745,Rock,
17573,1746,Rock,"100 Cube/ Day"
25048,1747,"Vegitable Fat",1200Kg
25048,1748,Suger,2000Kg
11732,1749,Paddy,5000kg
12071,1750,Paddy,"7200 kg"
25050,1751,"Paddy rice",
25049,1752,paddy,5000
18452,1753,Explosive,
17643,1754,Granite,
11702,1755,Paddy,5000kg
16764,1756,"iron sheet ","2 - 3 nos/ month"
11932,1757,Granite,"10 cubes"
12113,1758,,
5358,1759,"Dyanamite.Caps, Other Explosive material ",Good
25048,1760,Wheatmeal,4500Kg
16764,1761,"welding rod ","2 -3 sheet /month"
25048,1762,"Milk Powder",75Kg
25048,1763,essence,12Kg
16872,1764,"Iron bar, Steel, Pipes","Depend on the order"
16764,1765,"paste ","oxen  /5kg/day"
6599,1766,Paddy,2000
11716,1767,Dinamite,2kg
16576,1768,"Lagoon Water",9000m3
17646,1769,Granity,
25051,1770,rocks,
18199,1771,Cow,60
16794,1772,"iron sheet ","1 -2 nos/month"
16794,1773,"welding rod","5 kg /month"
16992,1774,"Iron  Shaft","100Kg / month"
16794,1775,"paste ","1 kg/ momth"
16794,1776,oxen,"5 kg /month"
16992,1777,"welding rot ","1.5 kg / day"
12041,1778,Paddy,21000
16992,1779,"Carborn ","7.5 kg /day"
5367,1780,Metal,"Cube 10"
16868,1781,"Iron bar, ","Depend on the order"
6609,1782,paddy,5000
12148,1783,Granite,
16810,1784,"iron sheet ","2 -3 nos/month"
16810,1785,"welding rod ","5 box/month"
16810,1786,"oxen ","5 kg /month"
16810,1787,"paste ","5 lit /month"
12142,1788,Paddy,3500kg
16929,1789,"Steel pipes/month","35 bar"
11926,1790,Paddy,10000
16946,1791,"Lagoon Water",16000m3
16929,1792,"iron bar 25x1""",1
18469,1793,Explosive,
12129,1794,Paddy,4800kg
16929,1795,"iron Sheet/ 40Sq.feet",1
6606,1796,Paddy,5000
16929,1797,"iron tore/month","20 bar"
16929,1798,"Welding rod/ month","10 kg"
16776,1799,"iron sheet ","5 -6 nos /month"
16776,1800,"welding rod","7 box /month"
16776,1801,"paste ","3 lit /mnth"
16776,1802,"oxen ","10 kg /month"
12111,1803,Paddy,4500kg
16993,1804,Water,"550 litter"
16643,1805,,
11681,1806,Granite,
16643,1807,,
12120,1808,Paddy,3200kg
11730,1809,Paddy,2500kg
16931,1810,"Steel pipes/month","40 bar"
16931,1811,"Iron bar/month","25x1"""
16931,1812,"iron sheet/month","40 Sq - feet"
16577,1813,"Lagoon Water",31000m3
16931,1814,"iron tore/month","20 bar"
16931,1815,"Welding rod/month",14
12014,1816,Paddy,
11703,1817,Dinamite,
25066,1818,"Solid Waste ",13000Kg
25067,1819,"Black powder",
25067,1820,Dynamite,
25067,1821,"Ammonia Nitrate",
16955,1822,"Lagoon Water",18000m3
16994,1823,wasteiron,"50kg / Month"
16525,1824,Paddy,5000kg/day
16578,1825,"Lagoon Water",9000m3
16639,1826,Water,
16639,1827,Mash,
16639,1828,Chiken,
11936,1829,Granite,10
17816,1830,Granite,
16801,1831,"iron sheet","2 -3 sheet /month"
16801,1832,"paste ","5 lit /month"
16801,1833,"welding rod ","4 box/ month "
17832,1834,Granite,
17539,1835,"Granite Boulders 18"" x 24""","80 cubes/day"
18456,1836,Paddy,"6000 Kg"
16932,1837,"Chic/ 1 batch",700
16932,1838,"mash /week",120
16956,1839,"Lagoon Water",16000m3
18311,1840,"Solid Waste",13000Kg
10453,1841,"Plastic varities (kg)",300
16957,1842,"Lagoon Water",18000m3
25081,1843,"Plastic Packaging Components",
25081,1844,"Polypropylene Copolymer",
25081,1845,"High Density poly Ethylene",
10664,1846,Corn,500
10664,1847,"Rice bran",500
10664,1848,"Soya poonac",400
10664,1849,"Coconut poonac",200
10664,1850,"Hunu sahal",400
16579,1851,"Lagoon Water",18000m3
6630,1852,"Solid Waste",0.5
16645,1853,Water,6000l
16645,1854,Foodites,
18454,1855,EXplosive,
18640,1856,"Metal 75x3",
16995,1857,"Iron  Shaft",75kg/mounth
16995,1858,"welding rods","1.5 kg / day"
11705,1859,Dinamite,1kg
10348,1860,"Grass & Concentrate Feed",
17796,1861,Granite,
10148,1862,"Poultry feed, medicine , water  (L)",400
12101,1863,Paddy,
16860,1864,Paddy,"6000 kg"
15388,1865,"Metal Rock","600 Cube"
25086,1866,Water,2000
25086,1867,"Dry pharmaceuticals",150
11711,1868,Paddy,2000kg
16958,1869,"Lagoon Water",18000m3
16581,1870,"Lagoon Water",13000m3
2015,1871,Papers,"2 Tons per day"
11738,1872,Granite,12
2015,1873,"Quarry Jel powder","25kg per day"
12079,1874,Paddy,4700kg
2015,1875,"Sodium silicate","150kg per day"
2015,1876,wire,"1kg per day"
12096,1877,Paddy,4500kg
3220,1878,"HDPE materials",
3220,1879,"Master batch",
3220,1880,"LDPE materials",
3220,1881,"Recycled materials",
2010,1882,threads,"40 kg per day"
3220,1883,"Photo Dec 96 (Degrading material)",
15389,1884,"Metal Rock","600 Cube"
16997,1885,"Iron  Shaft","30kg / month"
16997,1886,"welding rot",1kg/day
11719,1887,Dinamite,
16962,1888,"Lagoon Water",10000m3
12030,1889,paddy,35000
2018,1890,Newsprint,8800kg
2018,1891,ink,216kg
25087,1892,"Soya flour",3000
25087,1893,"Wheat flour",500
12088,1894,Iron,
25087,1895,"Rice flour",250
6554,1896,Rock,
15393,1897,"Metal Rock","600 cubes"
11704,1898,Paddy,
12094,1899,Paddy,4500kg
2392,1900,"Box board ",
2392,1901,"Printing ink",
2392,1902,K-oil,
2392,1903,"cotton wast",
16963,1904,"Lagoon Water",18000m3
6554,1905,Metal,"20 kube"
6554,1906,,
11706,1907,Paddy,5000kg
15391,1908,"Metal Rock","600 Cubes"
16592,1909,"Lagoon Water",13500m3
4580,1910,Granite,
18604,1911,"Paddy rice",
16964,1912,"Lagoon Water",20000m3
16996,1913,"Roack ","0.0253 Ha"
15387,1914,"Metal Rock","600 Cubes"
2462,1915,Copper,"3.5 MT"
2462,1916,PVC,"4 MT"
2462,1917,"Al (Aluminium)","6 Mt"
12132,1918,Paddy,6000kg
16877,1919,Paddy,"8000 kg/week"
25094,1920,"Precured belts",32860
25094,1921,Solution,11110
25093,1922,Plastic,
16966,1923,"Lagoon Water",200000m3
15413,1924,"Electric Detenators",15
15413,1925,ANFO,15
15413,1926,"Water Gel",10
18600,1927,"Paddy rice",700
18431,1928,"Bull and Cow",
25098,1929,"Precured Belts","32860 kg"
25098,1930,Solution,"11110 t"
16582,1931,"Lagoon Water",9000.0
16967,1932,"Lagoon Water",18000m3
2023,1933,Granite,
16519,1934,Paddy,5000kg/day
12077,1935,Paddy,5500kg
16876,1936,"Iron bar, Steel & pipes","Depend on the order"
15390,1937,"Metal Rock","600 Cubes"
16968,1938,"Lagoon Water",20000
12102,1939,Paddy,4000kg
6628,1940,Paddy,3000
12085,1941,Paddy,7000kg
16519,1942,Paddy,5000kg/day
16591,1943,"Lagoon Water",31000m3
16585,1944,"Lagoon Water",13500m3
16584,1945,"Lagoon Water",22500m3
4647,1946,Rice,"15 kg"
4647,1947,Meat,"4 kg"
4647,1948,Fish,"2 kg"
4647,1949,Vegetables,"3 kg"
4647,1950,Common,"2 kg"
10335,1951,Quarts,5t
16788,1952,"iron bar ","15 - 20 bar /month"
2019,1953,"Polyester powder","200kg per month"
2019,1954,Gas,
1285,1955,Water,"1000 litters/day"
10454,1956,"6*9 size dolamite",
4646,1957,HDPE,"100 kg/day"
18448,1958,Explosive,"2 kg"
16788,1959,G.I.pipes,"12 -15 bar/month"
12089,1960,Paddy,"4000 kg"
16788,1961,"welding rod ","5 box/month"
2022,1962,Granite,
17721,1963,Bitumen,
17721,1964,Aggregate,
3601,1965,water,"200 ltrs per day"
3601,1966,"Detergent (car wash)",
4629,1967,"Green dye",
4629,1968,Guargum,
4629,1969,"Thippi powder",
4629,1970,"Perfume 1890",
12125,1971,Paddy,4700kg
16869,1972,"Iron bar",10-12
2021,1973,PP,3T
2021,1974,IPA,163kg
2021,1975,NBA,163kg
12078,1976,Paddy,"6500 kg"
16778,1977,"iron bar ","20 -25 bar /month"
12118,1978,Paddy,2000kg
16778,1979,G.I.pipes,"30- 40 bar/month"
16778,1980,"welding rod","15 box/month"
12092,1981,Paddy,"6000 kg"
6237,1982,board,102
6237,1983,wax,1875
6237,1984,paper,1500
6237,1985,"wrapping papers",12
25107,1986,"coconut husk",
12121,1987,Paddy,
2388,1988,Wood,
2388,1989,Sponch,
2388,1990,Cloths,
4613,1991,"Plastic films,Alufoil and Paper","2500 kg/day"
4613,1992,"Lamination adhesives","200 kg/day"
4613,1993,"Printable ink","150 kg/day"
4613,1994,Solvents,"300 lit/day"
947,1995,"Low crushing ",50MT
947,1996,Crushing,25MT
16775,1997,"water ","500 lit /day "
12127,1998,Paddy,4500kg
16869,1999,"Steel bar",12-15
10134,2000,"6""*9"" Stone",40qube
12103,2001,Paddy,"4500 kg"
1278,2002,"Natural rubber",
1278,2003,"Synthetic rubber",
1278,2004,"EVA white fillers",
12100,2005,Paddy,"4500 kg"
10603,2006,Stone,
13910,2007,Chicks,1000nos
16377,2008,Water,1.05m3
16807,2009,"iron bar","20 -25 bar /month"
10448,2010,Dolamite,
16807,2011,G.I.pipes,"15 -20 bar /month"
16878,2012,"Iron bar","Depend on the order"
16878,2013,Steel,"Depend on the order"
16878,2014,Pipes,"Depend on the order"
16807,2015,"welding rod ","15 /box/month"
16807,2016,"oxen ","10 kg/month"
19005,2017,Iron,"5 bar per/week"
25116,2018,"Detergents ",
3510,2019,"Soap noodle","3320 kg per day"
3510,2020,colour,"14 kg per day"
3510,2021,Cabso,"231 kg per day"
3510,2022,"China clay","300 kg per day"
2020,2023,"Zn,Al(ASTM.A792-standard  Gl-Al)",
16881,2024,Water,"500 lit"
25114,2025,HDPE,
6557,2026,Rock,
1845,2027,water,
4630,2028,"Mineral Turpentine","1200 kg/day"
4630,2029,"Paraffin wax","200 kg/day"
4630,2030,"Synthetic Iron oxide","150 kg/day"
4630,2031,"Demineralized water","500 kg/day"
4630,2032,Emulsifier,"20 kg/day"
4630,2033,"Feldspar powder","100 kg/day"
12128,2034,Paddy,4900kg
2694,2035,"Galvernized Seets",
1030,2036,Tea,"25000 kg"
18620,2037,"paddy rice",1500kg
13916,2038,Rock,"5 Cub"
25123,2039,Explosive,
6185,2040,granite,
19108,2041,"wheat,sugar,misellanious","wheat-200kg,sugar-20kg ,Misellanious-20kg"
16880,2042,Water,0.5
12106,2043,Paddy,"4500 kg"
941,2044,"Alluminium cabales",
25126,2045,"aluminium off cut ","50 kg/month"
12134,2046,Paddy,"4600 kg"
6155,2047,Dolamite,7000
25127,2048,HIPS,10
25127,2049,PP,100
25127,2050,ABS,40
3327,2051,"Plastic pellets","200 kg per day"
3327,2052,"Pittala screw nail",
12123,2053,Paddy,3200kg
12073,2054,Paddy,4500kg
11786,2055,Paddy,15000
4794,2056,"Imported and Locally Procured parts and Accessories",
2029,2057,"Quarry Gate Reels","4MT per day"
6247,2058,flour,2100
2029,2059,"Poster Paper","5MT per day"
6247,2060,"milk powder",75
2029,2061,Gum,"175kg per day"
6247,2062,"chocolate powder",75
6247,2063,sugar,625
6247,2064,"coconut milk powder",10
6247,2065,magarine,3
12126,2066,Paddy,4300kg
982,2067,"Sri Lanka granite",
4612,2068,PET,"1150 kg/month"
4612,2069,HDPE,"100 kg/month"
4612,2070,PP,"25 kg/month"
2027,2071,"King coconut","10000 per day"
2027,2072,"Coconut kernels",2000kg/day
2027,2073,"Deccated coconut","4000 kg/day"
16862,2074,Water,"1000 lit"
4651,2075,LDPE,"20 tons"
4651,2076,HDPE,"8 tons"
4651,2077,Polypropylene,"2 tons"
3361,2078,Plastics,"200 kg"
3361,2079,wire,"500 meters"
3361,2080,"screw nuts",2500
3361,2081,cardboards,"225 kg"
3361,2082,"polythene bags",1750
1914,2083,"LDPE plastics raw materials",1MT
1914,2084,"Printing ink","5 l per day"
949,2085,"Stainless steel sheets",
1914,2086,"Alchol(1pr NB)","5 l per day"
16879,2087,"L iron","Depend on the order"
10702,2088,"Poultry Feed, anti biotics",
25137,2089,,
12098,2090,Paddy,5500kg
1291,2091,"Wheat flour","100 kg/day"
1291,2092,Sugar,"1166.8 kg/day"
4141,2093,Fabric,
4141,2094,Thread,
4141,2095,Binders,
4141,2096,Dyes,
1291,2097,"Milk powder","85.2 kg/day"
1291,2098,Lesanin,"0.6 g/day"
16864,2099,"Mash (1;4 kg % 45 days)","8000 kg/45 days"
1291,2100,Salt,"1.4 kg/day"
1291,2101,"Vegetables Oil","16.7 kg/day"
2080,2102,Granite,
1291,2103,Colourins,"0.3 g/day"
1291,2104,"Liquid Glucose",243.6kg/day
1291,2105,Milk,"500 lit/day"
12072,2106,Granite,
3328,2107,"PET pellets","200 kg per day"
3328,2108,"HDPE pellets","50 kg per day"
12084,2109,Paddy,4300kg
16423,2110,"Used oil",10lit/month
12082,2111,Paddy,4250kg
25138,2112,"mas ","3000 kg/day"
12022,2113,"3 Rubber","775 kg"
12022,2114,"R55 rubber","740 kg"
12022,2115,"PRB Rubber","120 kg"
12090,2116,Paddy,4800kg
12022,2117,"Ricklame tyre","1290 kg"
16859,2118,Paddy,"1200 - 1500 kg"
12032,2119,caco3,
12032,2120,Ink,
12032,2121,polyprophelene,
17110,2122,Explosive,
19109,2123,"wheat,sugar,missellanious","wheat-125kg "
25151,2124,Polythene,"200 kg"
10451,2125,"Lime stones","10 cubes"
3267,2126,"Black tea",
3267,2127,"Green tea",
3267,2128,"Packages (wooden boxes, cane bags, cardboard boxes, porcelain )",
969,2129,Water,2000l
969,2130,Oil,20l
12119,2131,Paddy,"6000 kg"
969,2132,Greese,2kg
969,2133,Tripol,7l
25149,2134,"MDR Board",10
25149,2135,"Steel Board",120
25149,2136,"Paint ",12
25154,2137,"Polythene Role","150 kg - 200 kg"
971,2138,"PVC compound",
11770,2139,,
10340,2140,"Dolamite Stones 6*9",27MT
25155,2141,Paddy,"3 tons"
18025,2142,"Cocount husk",
1964,2143,"Dash High power powder","0.5kg per day"
4665,2144,"Flair tube",
25157,2145,"Methenol ",163
4665,2146,"Exhaust tube",
4665,2147,Filaments,
4665,2148,"Capping cement",
4665,2149,"Aluminium caps",
4665,2150,"Solder wire",
3196,2151,"poly propelene","150 kg"
1844,2152,Granite,
3196,2153,"Master batch","30 g "
16863,2154,Leathar,
25158,2155,"MDF Board",
16429,2156,Chicks,"1000 / month"
16429,2157,Feeder,"2000 kg/month"
16429,2158,Water,"0.15 m3/day"
16867,2159,Yarn,"1500 kg/month"
3293,2160,"Allen key","06 per month"
3293,2161,"Assemble fitting","10 per month"
3293,2162,Connecters,"17 per month"
3293,2163,"Brass Baller catches (L)","25 per month"
3293,2164,"Caster wheel pin type","17 per month"
3293,2165,"finish nails","20564 per month"
2053,2166,Granite,
1257,2167,"Oil filters",
4338,2168,"PET Resine",
4622,2169,"Wheat flour","3500 kg"
4622,2170,Water,"5800 kg"
4622,2171,"Vegetables Fat","1800 kg"
4622,2172,Sugar,"2400 kg"
4622,2173,"Milk powder","30 kg"
4622,2174,Salt,"12 kg"
4622,2175,Lesithine,"15 kg"
934,2176,"Cement, sand, metal, concrete dmixture",
3045,2177,Metal,"30 cubs"
3045,2178,Sand,"30 cubs"
2078,2179,"Feldspar and Quartz",
3238,2180,"Resins modified resins","25 kg per day"
3238,2181,pigments,"170 kg per day"
3238,2182,Antioxidents,"25 kg per day"
3238,2183,waxes,"25 kg per day"
3238,2184,solvents,"200 kg per day"
16593,2185,"Lagoon Water",31000m3
16589,2186,"Lagoon Water",22000m3
16590,2187,"Lagoon Water",18000m3
16596,2188,"GL pipe","50 bar per month"
16596,2189,"5:8 Iron bar","60 per month"
15352,2190,Cow,01
15354,2191,"Metal Rock","600 Cubes"
15355,2192,"Metal Rock","600 Cubes"
16684,2193,water,1300l/day
15356,2194,"Electric Detenators",26
15356,2195,ANFO,15
15356,2196,"Water Gel",15
15357,2197,ANFO,26
15357,2198,"Water Gel",15
15359,2199,Rubble,"525 cubes"
15366,2200,"Raw Milk","20 Litre"
15366,2201,Sugar,5kg
15366,2202,Vanila,0.25litre
15366,2203,"custard powder",0.25kg
15367,2204,"Raw milk",25Litre
15367,2205,Sugar,5Kg
15367,2206,"Yoghurt culture",0.25Kg
15368,2207,Paddy,800Kg
15369,2208,"Day old chicken","600 Nos"
15370,2209,"GI Pipe","20 Bar"
15370,2210,"Tin Sheet","5 Roll"
15370,2211,"Iron Rod","5 box"
15370,2212,"Oxyacetalene gas","1 cylinder"
15371,2213,"Iron Bar","10 Bar"
15371,2214,"Tin Sheet","2 Roll"
15371,2215,"Iron Rod","2 Box"
15372,2216,"Iron Bar","3 Bar"
15372,2217,"Tin Sheet","8 Roll"
15373,2218,"Spare parts","As per requirement"
15373,2219,"Car wash","5 Litre"
15373,2220,Kerosene,"2 Litre"
15374,2221,"Spare Parts","As per requirement"
15374,2222,"Car Wash","5 Litre"
15375,2223,"Coconut Sap","100 Litre"
15376,2224,"Metal Rock","625 Cubes"
15377,2225,Rubble,"500 Cubes"
15382,2226,"Wheat Flour","50 Kg"
15382,2227,Yeast,"50 g"
15382,2228,Salt,"50 g"
15382,2229,Water,"As per requirement"
15382,2230,Sugar,"2 Kg"
15383,2231,"Day old chicks","600 Nos"
15384,2232,"GI Pipe","5 Bar"
15384,2233,"Tin sheet","2 roll"
15384,2234,"Iron Rod","2 box"
15385,2235,"Electric Detenators",10
15385,2236,ANFO,"10 Kg"
15385,2237,"Water Gel","5 Kg"
15394,2238,"Metal Rock","600 Cubes"
16685,2239,"post larvea","20-25/square meter "
15397,2240,"Car Wash","5 Litre"
15398,2241,"Car wash","5 Litre"
15405,2242,"Wheat Flour",25Kg
15405,2243,Sugar,"5 Kg"
15405,2244,Yeast,"0.25 Kg"
15406,2245,"Rice Flour","5 Kg"
15406,2246,"Pea Nuts","2 Kg"
15406,2247,Spices,"1 Kg"
15407,2248,Paddy,"1800 Kg"
15408,2249,"Day old Chicks","600 Nos"
15409,2250,"GI Pipe","5 Bar"
15409,2251,"Iron Strip","5 Bar"
15409,2252,"Welding rod","2 Box"
15410,2253,"GI Pipe","5 Bar"
15410,2254,"Iron Strip","3 Bar"
15410,2255,"Welding Rod","2 Box"
15411,2256,"GI Pipe","8 bar"
15411,2257,"Tin sheet","3 roll"
15412,2258,"GI Pipe","5 Bar"
15412,2259,"Iron Strip","3 Bar"
15412,2260,"Welding Rod","3 Box"
15461,2261,"Coconut sap","210 Litres"
15462,2262,Cow,"02 Nos"
15463,2263,Paddy,"1500 kg"
15466,2264,"Car wash","5 Litre"
15467,2265,"Car wash","2 Litre"
15468,2266,"Car wash","2 Litre"
1834,2267,Salt,
2662,2268,Flour,350
1834,2269,Chilies,
1834,2270,Cinnamon,
1834,2271,clove,
1834,2272,Tamarind,
1834,2273,cardamon,
1834,2274,sugar,
3260,2275,"steel sheets","100 sheets"
3260,2276,paints,"20 ltrs"
3260,2277,thinner,"20 ltrs"
25164,2278,"King coconut",
946,2279,"Auto diesel",200l/hr
946,2280,"Ammonium nitrate",60kg/hr
946,2281,"Calcium carbide",2400kg/day
4648,2282,"Knitted fabric",
4745,2283,Water,"3000 l/day"
2049,2284,Granite,
10341,2285,dolamite,"3 tiper"
4616,2286,"Natural rubber",
4616,2287,Velcro,
4616,2288,Laces,
4616,2289,Eyelets,
4616,2290,"C7 and C8 Boxes",
16431,2291,"Iron pipe","40 bars / month"
16431,2292,"iron bar","750Kg / month"
16431,2293,"Box bar","15 bar /month"
16431,2294,S/bar,"100 bar /month"
16431,2295,"welding electroodes","12kg / month"
2709,2296,LDPE,400
2709,2297,LLDPE,1000
2014,2298,"Metalised polyester","500kg per day"
2014,2299,LLDPE,"1.5mts per day"
2014,2300,"Plain polyester","100kg per day"
2014,2301,Ink,50KG
2014,2302,Adhesive,"150kg per day"
3230,2303,"HDPE  for bottles","70 kgs  "
3230,2304,"LLDPE for caps","25 kgs  "
16517,2305,"wheat flour",50
19002,2306,Iron,"15 bar/Week"
16528,2307,"Steel pipes/month",20bar
16430,2308,Rock,1
1931,2309,Granite,
4074,2310,Copper,"20 tons/month"
4074,2311,"PVC ","20 tons/month"
4074,2312,Aluminium,"30 tons/month"
1952,2313,Papers,
1952,2314,Ink,
1952,2315,Gum,
3235,2316,Lubricants,
16608,2317,water,2400
16608,2318,teepol,2l
15471,2319,"Wheat Flour","50 Kg"
15471,2320,Sugar,"5 Kg"
16608,2321,"king powder",20l
10126,2322,"Lime Stones",
15471,2323,Yeast,"250 g"
15471,2324,Salt,"50 g"
15471,2325,Water,"As per requirement"
16608,2326,"Used oil",12l/month
2006,2327,Detergent,"50l per day"
15472,2328,"Wheat Flour","50 Kg"
15472,2329,Sugar,"5 Kg"
15472,2330,Yeast,"250 g"
16969,2331,"Lagoon Water",20000m3
2437,2332,"Dish Wash Powder",1000
15473,2333,"Wheat Flour","50 Kg"
15473,2334,Sugar,"5 Kg"
15473,2335,Salt,"100 g"
15473,2336,Yeast,"100 g"
3216,2337,No,
2002,2338,Aggregates,"80cubes per day"
2002,2339,sand,"25 cubes per day"
2002,2340,Cement,"40tons per day"
10545,2341,"9*6 felsdpar ",
11739,2342,Paddy,5000
16971,2343,"Lagoon Water",15000m3
2423,2344,Granite,
14492,2345,Rock,"210 Cube"
2017,2346,"Soap noodles","20 mt per day"
2017,2347,"Soap perfume","120 kgs per day"
3199,2348,"wood ","250 sq ft"
3199,2349,glue,"3 kg"
3199,2350,"roll of ribbon",0.25
3199,2351,"Cellopane bundles",0.5
25186,2352,Timber,
2640,2353,"P.V.C Compound",100
25186,2354,nails,
1849,2355,PVCresine,"6   Mt per day"
1696,2356,"Animal food",
16527,2357,"metal sheet/month","18 sheet"
2488,2358,"Water, Plastic bottles, Cardboard boxes",
16527,2359,"box tube iron/month","5 bar"
3829,2360,No,
12031,2361,Paddy,200000
15474,2362,Paddy,"1800 Kg"
16527,2363,"MDF Board/month","3 board"
16527,2364,Glass/month,1
16527,2365,"iron rod/month","0.25 kg"
16970,2366,"Lagoon Water",18000m3
2642,2367,"Water, Plastic bottles, Cardboard boxes",
16537,2368,"wheat plour ",100kg
15475,2369,Paddy,"1400 Kg"
1279,2370,"Synthetic rubber",
12040,2371,Milk,
16965,2372,"Lagoon Water",18000m3
15476,2373,Paddy,"1200 Kg"
16614,2374,paddy,4500Kg/day/month
16523,2375,"Wheat Plour",50
16524,2376,"Iron pipes/month",10
16524,2377,"Iron bar/month",10
16524,2378,"Iron tore/month",20
16524,2379,"Iron sheet/month",5
16961,2380,"Water	","500 lit/day"
15477,2381,"GI Pipe","5 Bar"
15477,2382,"Tin sheet","5 roll"
15477,2383,"Welding rod","2 box"
3316,2384,"polythene beeds",
3316,2385,colourants,"03 kg"
1853,2386,Timber,
1853,2387,"MDF board",
1853,2388,"Ply wood",
1853,2389,Paints,
4617,2390,Pigments,"200 kg"
4617,2391,Resins,"400  kg"
4617,2392,"Drying oils","75  kg"
25198,2393,"feldspar ",0.5cubes
4617,2394,"Mineral oil","150  kg"
4617,2395,Solvents,"400  kg"
3321,2396,"polythene beeds",
4617,2397,"PE wax","10  kg"
4617,2398,Driers,"5  kg"
945,2399,"Admixture materials & water proofing materials",
2404,2400,"Polythene wastages",
1833,2401,"Aluminium ",
958,2402,Polyethenene,
17081,2403,Granite,
3296,2404,HDPE,"100 KG"
4661,2405,Paper,
4661,2406,Ink,
4661,2407,"Adhesive gums",
3296,2408,LDPE,"100 kg"
1061,2409,"Wood powder, calcium carbonate, PVC resins, impact modifire, processing aid & lubricant",
16939,2410,"Lagoon Water",16000m3
15478,2411,"GI Pipe","5 bar"
15478,2412,"Tin Sheet","3 roll"
15478,2413,"Welding rod","2 box"
16617,2414,"iron tore",30bars/month
16617,2415,"iron bar",800Kg/month
16617,2416,"iron sheet",20
16617,2417,"steel pipes",20/month
25203,2418,stone,"7 cube"
25205,2419,"CaO2 Lime","3 tons "
4146,2420,"Epoxy resins","600 kg/day"
4146,2421,"Epoxy hardner","520 kg/day"
4146,2422,Pigments,"100 kg/day"
1075,2423,"Gum base",250
4146,2424,Extenders,"800 kg/day"
1075,2425,Glycerin,1
4146,2426,Solvents,"750 kg/day"
1075,2427,Sorbitol,1
1075,2428,Sugar,850
3360,2429,"printing / Binders / Ink","50 kg per month"
1075,2430,Glucose,250
3360,2431,"water base binders","50 kg"
3360,2432,Dyes,"01 kg"
3360,2433,"Screen mesh","05 m"
