industryID,reminderType,dueDate,dueStatus,recievedDate,applicationID,nxtRemDate,officeID
1825,1,2015-06-28,0,NULL,4510,NULL,7
1828,1,2015-02-28,0,NULL,4513,NULL,7
1829,1,2015-08-30,0,NULL,4514,NULL,7
1830,1,2015-04-13,0,NULL,4515,NULL,7
1831,1,2015-01-02,0,NULL,4516,NULL,7
1832,1,2015-01-29,0,NULL,4517,NULL,7
1834,1,2014-06-02,0,NULL,4519,NULL,7
1835,1,2015-01-17,0,NULL,4520,NULL,7
1836,1,2014-12-29,0,NULL,4521,NULL,7
1837,1,2014-12-07,0,NULL,4522,NULL,7
1839,1,2017-06-11,0,NULL,4523,NULL,7
1840,1,2015-01-20,0,NULL,4524,NULL,7
1841,1,2015-01-07,0,NULL,4525,NULL,7
1842,1,2015-03-29,0,NULL,4526,NULL,7
1843,1,2015-05-11,0,NULL,4527,NULL,7
1844,1,2013-06-28,0,NULL,4528,NULL,7
1845,1,2014-11-10,0,NULL,4529,NULL,7
1846,1,2015-05-23,0,NULL,4530,NULL,7
1847,1,2014-05-20,0,NULL,4531,NULL,7
1848,1,2015-05-28,0,NULL,4532,NULL,7
1849,1,2015-02-18,0,NULL,4533,NULL,7
1850,1,2015-07-20,0,NULL,4534,NULL,7
1851,1,2014-10-25,0,NULL,4535,NULL,7
1853,1,2013-06-25,0,NULL,4536,NULL,7
1855,1,2015-06-18,0,NULL,4538,NULL,7
1856,1,2014-10-07,0,NULL,4539,NULL,7
1858,1,2014-08-05,0,NULL,4541,NULL,7
1859,1,2014-07-03,0,NULL,4542,NULL,7
1860,1,2014-09-19,0,NULL,4543,NULL,7
1861,1,2015-06-18,0,NULL,4544,NULL,7
1864,1,2015-06-18,0,NULL,4545,NULL,7
1865,1,2012-09-28,0,NULL,4546,NULL,7
1866,1,2015-06-12,0,NULL,4547,NULL,7
1867,1,2015-04-10,0,NULL,4548,NULL,7
1869,1,2015-07-08,0,NULL,4549,NULL,7
1870,1,2015-06-28,0,NULL,4550,NULL,7
1871,1,2011-11-17,0,NULL,4551,NULL,7
1872,1,2015-09-09,0,NULL,4552,NULL,7
1873,1,2015-02-18,0,NULL,4553,NULL,7
1877,1,2014-10-05,0,NULL,4555,NULL,7
1878,1,2014-03-25,0,NULL,4556,NULL,7
1879,1,2015-03-27,0,NULL,4557,NULL,7
1881,1,2015-04-12,0,NULL,4559,NULL,7
1884,1,2012-04-20,0,NULL,4560,NULL,7
1885,1,2010-07-04,0,NULL,4561,NULL,7
1887,1,2015-01-26,0,NULL,4563,NULL,7
1888,1,2013-05-25,0,NULL,4564,NULL,7
1889,1,2015-05-24,0,NULL,4565,NULL,7
1890,1,2015-06-10,0,NULL,4566,NULL,7
1891,1,2013-08-15,0,NULL,4567,NULL,7
1893,1,2017-02-25,0,NULL,4568,NULL,7
1894,1,2015-10-24,0,NULL,4569,NULL,7
1895,1,2014-09-16,0,NULL,4570,NULL,7
1896,1,2015-01-28,0,NULL,4571,NULL,7
1897,1,2017-05-13,0,NULL,4572,NULL,7
1898,1,2014-09-29,0,NULL,4573,NULL,7
1899,1,2015-04-20,0,NULL,4574,NULL,7
1900,1,2014-11-09,0,NULL,4575,NULL,7
1901,1,2015-04-22,0,NULL,4576,NULL,7
1902,1,2015-03-03,0,NULL,4577,NULL,7
1903,1,2015-05-07,0,NULL,4578,NULL,7
1904,1,2013-12-17,0,NULL,4579,NULL,7
1905,1,2012-04-02,0,NULL,4580,NULL,7
1906,1,2015-01-01,1,NULL,4581,2015-01-15,7
1907,1,2015-03-02,0,NULL,4582,NULL,7
1908,1,2015-01-21,0,NULL,4583,NULL,7
1909,1,2015-05-04,0,NULL,4584,NULL,7
1910,1,2013-02-13,0,NULL,4585,NULL,7
1911,1,2011-03-13,0,NULL,4586,NULL,7
1912,1,2014-03-26,0,NULL,22322,NULL,7
1913,1,2012-10-25,0,NULL,4588,NULL,7
1914,1,2013-12-10,0,NULL,4589,NULL,7
1915,1,2015-01-16,0,NULL,4590,NULL,7
1916,1,2015-04-30,0,NULL,4591,NULL,7
1917,1,2015-01-09,0,NULL,4592,NULL,7
1919,1,2013-03-14,0,NULL,4594,NULL,7
1920,1,2015-02-08,0,NULL,4595,NULL,7
1921,1,2015-04-29,0,NULL,4596,NULL,7
1922,1,2015-01-27,0,NULL,4597,NULL,7
1923,1,2017-01-28,0,NULL,4598,NULL,7
1924,1,2015-01-06,0,NULL,4599,NULL,7
1925,1,2015-03-13,0,NULL,4600,NULL,7
1927,1,2015-02-28,0,NULL,4601,NULL,7
1928,1,2013-01-08,0,NULL,4602,NULL,7
1929,1,2011-02-04,0,NULL,4603,NULL,7
1930,1,2015-02-04,0,NULL,4604,NULL,7
1931,1,2014-09-17,0,NULL,4605,NULL,7
1932,1,2015-01-03,0,NULL,4606,NULL,7
1933,1,2015-02-28,0,NULL,4607,NULL,7
1934,1,2014-12-02,0,NULL,4608,NULL,7
1935,1,2012-05-15,0,NULL,4609,NULL,7
1936,1,2013-12-17,0,NULL,4610,NULL,7
1937,1,2015-08-18,0,NULL,4611,NULL,7
1938,1,2015-03-06,0,NULL,4612,NULL,7
1939,1,2015-06-22,0,NULL,4613,NULL,7
1940,1,2015-02-28,0,NULL,4614,NULL,7
1942,1,2013-06-26,0,NULL,4616,NULL,7
1943,1,2015-06-22,0,NULL,4617,NULL,7
1944,1,2015-01-28,0,NULL,4618,NULL,7
1945,1,2015-02-18,0,NULL,4619,NULL,7
1946,1,2015-07-05,0,NULL,4620,NULL,7
1947,1,2015-09-11,0,NULL,4621,NULL,7
1948,1,2015-06-14,0,NULL,4622,NULL,7
1949,1,2015-06-16,0,NULL,4623,NULL,7
1950,1,2015-07-20,0,NULL,4624,NULL,7
1951,1,2014-11-02,0,NULL,4625,NULL,7
1952,1,2014-09-15,0,NULL,4626,NULL,7
1953,1,2012-09-16,0,NULL,4627,NULL,7
1954,1,2012-09-18,0,NULL,4628,NULL,7
1955,1,2015-02-27,0,NULL,4629,NULL,7
1956,1,2015-04-17,0,NULL,4630,NULL,7
1957,1,2015-01-27,0,NULL,4631,NULL,7
1958,1,2015-08-30,0,NULL,4632,NULL,7
1959,1,2015-02-12,0,NULL,4633,NULL,7
1960,1,2015-01-28,0,NULL,4634,NULL,7
1961,1,2017-09-18,0,NULL,4635,NULL,7
1962,1,2015-01-09,0,NULL,4636,NULL,7
1963,1,2010-10-03,0,NULL,4637,NULL,7
1965,1,2015-06-24,0,NULL,4639,NULL,7
1966,1,2012-08-15,0,NULL,4640,NULL,7
1968,1,2014-10-27,0,NULL,4642,NULL,7
1969,1,2015-03-08,0,NULL,4643,NULL,7
1970,1,2014-12-31,0,NULL,4644,NULL,7
1971,1,2015-03-05,0,NULL,4645,NULL,7
1972,1,2014-06-24,0,NULL,4646,NULL,7
1973,1,2015-07-29,0,NULL,4647,NULL,7
1974,1,2015-02-13,0,NULL,4648,NULL,7
1975,1,2015-03-07,0,NULL,4649,NULL,7
1976,1,2015-06-05,0,NULL,4650,NULL,7
1977,1,2015-02-20,0,NULL,4651,NULL,7
1978,1,2014-12-11,0,NULL,4652,NULL,7
1979,1,2014-08-17,0,NULL,4653,NULL,7
1980,1,2015-09-29,0,NULL,4654,NULL,7
1981,1,2014-09-18,0,NULL,4655,NULL,7
1983,1,2014-11-04,0,NULL,4656,NULL,7
1985,1,2014-12-03,0,NULL,4657,NULL,7
1986,1,2014-11-17,0,NULL,4658,NULL,7
1988,1,2015-01-07,0,NULL,4660,NULL,7
1990,1,2013-08-03,0,NULL,4662,NULL,7
1991,1,2011-04-19,0,NULL,4663,NULL,7
1992,1,2015-06-29,0,NULL,4664,NULL,7
1993,1,2017-01-23,0,NULL,4665,NULL,7
1994,1,2015-08-20,0,NULL,4666,NULL,7
1995,1,2015-02-11,0,NULL,4667,NULL,7
1996,1,2015-01-27,0,NULL,4668,NULL,7
1997,1,2015-01-28,0,NULL,4669,NULL,7
1998,1,2015-03-25,0,NULL,4670,NULL,7
2000,1,2010-07-08,0,NULL,4671,NULL,7
2001,1,2011-06-19,0,NULL,4672,NULL,7
2002,1,2014-09-19,0,NULL,4673,NULL,7
2003,1,2018-04-21,0,NULL,23689,NULL,7
2004,1,2015-06-28,0,NULL,4674,NULL,7
2006,1,2012-12-18,0,NULL,4676,NULL,7
2007,1,2014-08-10,0,NULL,4677,NULL,7
2008,1,2015-02-28,0,NULL,4678,NULL,7
2009,1,2015-06-08,0,NULL,4679,NULL,7
2010,1,2015-06-18,0,NULL,4680,NULL,7
2011,1,2014-10-01,0,NULL,4681,NULL,7
2014,1,2014-11-28,0,NULL,4683,NULL,7
2015,1,2015-02-11,0,NULL,4684,NULL,7
2016,1,2014-11-26,0,NULL,4685,NULL,7
2017,1,2015-09-23,0,NULL,4686,NULL,7
2018,1,2015-03-16,0,NULL,4687,NULL,7
2019,1,2015-03-30,0,NULL,4688,NULL,7
2020,1,2015-02-27,0,NULL,4689,NULL,7
2021,1,2015-04-27,0,NULL,4690,NULL,7
2022,1,2015-02-22,0,NULL,4691,NULL,7
2023,1,2015-01-04,0,NULL,4692,NULL,7
2025,1,2011-07-19,0,NULL,4694,NULL,7
2028,1,2015-07-19,0,NULL,4696,NULL,7
2029,1,2014-11-07,0,NULL,4697,NULL,7
2031,1,2014-11-28,0,NULL,4699,NULL,7
2032,1,2015-01-01,0,NULL,4700,NULL,7
2033,1,2014-12-21,0,NULL,4701,NULL,7
2035,1,2013-01-17,0,NULL,4703,NULL,7
2037,1,2015-06-26,0,NULL,4705,NULL,7
2038,1,2015-07-02,0,NULL,4706,NULL,7
2039,1,2015-03-10,0,NULL,4707,NULL,7
2040,1,2013-06-17,0,NULL,4708,NULL,7
2041,1,2015-06-05,0,NULL,4709,NULL,7
2042,1,2013-07-21,0,NULL,4710,NULL,7
2043,1,2014-10-14,0,NULL,4711,NULL,7
2044,1,2013-08-18,0,NULL,4712,NULL,7
2045,1,2015-02-28,0,NULL,4713,NULL,7
2046,1,2014-04-05,0,NULL,4714,NULL,7
2047,1,2015-03-05,0,NULL,4715,NULL,7
2048,1,2014-11-25,0,NULL,4716,NULL,7
2049,1,2014-11-06,0,NULL,4717,NULL,7
2052,1,2014-02-28,0,NULL,4720,NULL,7
2053,1,2014-04-24,0,NULL,4721,NULL,7
2054,1,2015-07-01,0,NULL,4722,NULL,7
2055,1,2015-05-13,0,NULL,4723,NULL,7
2056,1,2015-03-08,0,NULL,4724,NULL,7
2057,1,2014-07-30,0,NULL,4725,NULL,7
2058,1,2014-11-05,0,NULL,4726,NULL,7
2059,1,2015-08-13,0,NULL,4727,NULL,7
2060,1,2015-05-24,0,NULL,4728,NULL,7
2061,1,2014-10-19,0,NULL,4729,NULL,7
2062,1,2013-12-09,0,NULL,4730,NULL,7
2063,1,2014-09-02,0,NULL,4731,NULL,7
2064,1,2014-11-11,0,NULL,4732,NULL,7
2065,1,2015-02-28,0,NULL,4733,NULL,7
2066,1,2015-02-27,0,NULL,4734,NULL,7
2067,1,2014-09-01,0,NULL,4735,NULL,7
2068,1,2015-01-16,0,NULL,4736,NULL,7
2069,1,2015-05-17,0,NULL,4737,NULL,7
2070,1,2014-12-09,0,NULL,4738,NULL,7
2071,1,2014-12-09,0,NULL,4739,NULL,7
2073,1,2015-03-04,0,NULL,4741,NULL,7
2074,1,2015-03-04,0,NULL,4742,NULL,7
2075,1,2015-10-06,0,NULL,4743,NULL,7
2076,1,2015-10-02,0,NULL,4744,NULL,7
2077,1,2015-06-14,0,NULL,4745,NULL,7
2079,1,2015-06-17,0,NULL,4747,NULL,7
2081,1,2015-09-22,0,NULL,4749,NULL,7
2082,1,2015-07-19,0,NULL,4750,NULL,7
2083,1,2015-06-16,0,NULL,4751,NULL,7
2084,1,2015-03-03,0,NULL,4752,NULL,7
2086,1,2015-03-08,0,NULL,4754,NULL,7
2087,1,2014-11-06,0,NULL,4755,NULL,7
2088,1,2015-03-08,0,NULL,4756,NULL,7
2089,1,2014-09-12,0,NULL,4757,NULL,7
2090,1,2016-11-10,0,NULL,4758,NULL,7
2091,1,2015-12-29,0,NULL,4759,NULL,7
2093,1,2018-01-07,0,NULL,4760,NULL,7
2094,1,2015-09-02,0,NULL,4761,NULL,7
2095,1,2015-11-09,0,NULL,4762,NULL,7
2098,1,2017-07-26,0,NULL,4763,NULL,7
2100,1,2017-01-27,0,NULL,4764,NULL,7
2101,1,2017-03-22,0,NULL,4765,NULL,7
2102,1,2017-08-05,0,NULL,4766,NULL,7
2103,1,2017-03-03,0,NULL,4767,NULL,7
2104,1,2016-03-01,0,NULL,4768,NULL,7
2106,1,2015-07-06,0,NULL,4769,NULL,7
2108,1,2017-08-12,0,NULL,4771,NULL,7
2112,1,2017-06-20,0,NULL,4772,NULL,7
2114,1,2016-06-17,0,NULL,4773,NULL,7
2115,1,2016-09-10,0,NULL,4774,NULL,7
2117,1,2017-05-03,0,NULL,4775,NULL,7
2130,1,2017-07-02,0,NULL,4777,NULL,7
2131,1,2017-08-15,0,NULL,4778,NULL,7
2135,1,2012-07-01,0,NULL,4779,NULL,7
2137,1,2015-07-12,0,NULL,4780,NULL,7
2140,1,2016-08-27,0,NULL,4781,NULL,7
2141,1,2015-10-05,0,NULL,4782,NULL,7
2142,1,2015-10-05,0,NULL,4783,NULL,7
2143,1,2017-03-24,0,NULL,4784,NULL,7
2146,1,2017-10-17,0,NULL,4785,NULL,7
2147,1,2017-02-02,0,NULL,4786,NULL,7
2149,1,2018-05-07,0,NULL,4787,NULL,7
2150,1,2017-07-21,0,NULL,4788,NULL,7
2151,1,2017-01-28,0,NULL,4789,NULL,7
2153,1,2017-06-22,0,NULL,4790,NULL,7
2155,1,2012-08-05,0,NULL,4791,NULL,7
2157,1,2014-04-24,0,NULL,4792,NULL,7
2158,1,2016-05-24,0,NULL,4793,NULL,7
2160,1,2016-02-20,0,NULL,4794,NULL,7
2161,1,2016-04-07,0,NULL,4795,NULL,7
2162,1,2017-05-10,0,NULL,4796,NULL,7
2163,1,2014-09-12,0,NULL,4797,NULL,7
2166,1,2017-01-24,0,NULL,4798,NULL,7
2167,1,2018-09-11,0,NULL,23969,NULL,7
2168,1,2018-04-13,0,NULL,4799,NULL,7
2170,1,2012-12-07,0,NULL,4800,NULL,7
2172,1,2016-05-21,0,NULL,4801,NULL,7
2173,1,2015-05-19,0,NULL,4802,NULL,7
2174,1,2018-01-16,0,NULL,23257,NULL,7
2175,1,2017-02-06,0,NULL,4803,NULL,7
2178,1,2016-04-18,0,NULL,4804,NULL,7
2179,1,2018-03-12,0,NULL,4805,NULL,7
2180,1,2013-06-01,0,NULL,4806,NULL,7
2181,1,2017-01-22,0,NULL,4807,NULL,7
2182,1,2016-07-16,0,NULL,4808,NULL,7
2183,1,2017-03-30,0,NULL,4809,NULL,7
2188,1,2018-03-03,0,NULL,4810,NULL,7
2189,1,2017-02-28,0,NULL,4811,NULL,7
2190,1,2016-04-07,0,NULL,4812,NULL,7
2191,1,2012-02-12,0,NULL,4813,NULL,7
2194,1,2016-07-07,0,NULL,4814,NULL,7
2195,1,2017-07-25,0,NULL,4815,NULL,7
2196,1,2013-04-29,0,NULL,4816,NULL,7
2197,1,2016-04-15,0,NULL,4817,NULL,7
2198,1,2014-08-18,0,NULL,4818,NULL,7
2200,1,2016-05-21,0,NULL,4819,NULL,7
2203,1,2016-04-16,0,NULL,4820,NULL,7
2205,1,2017-12-10,0,NULL,4821,NULL,7
2207,1,2017-07-27,0,NULL,4822,NULL,7
2211,1,2015-07-24,0,NULL,4823,NULL,7
2212,1,2017-01-16,0,NULL,22482,NULL,7
2213,1,2014-10-12,0,NULL,4825,NULL,7
2214,1,2017-03-24,0,NULL,4826,NULL,7
2215,1,2018-06-24,0,NULL,4827,NULL,7
2216,1,2013-12-28,0,NULL,4828,NULL,7
2217,1,2015-06-14,0,NULL,4829,NULL,7
2220,1,2016-02-10,0,NULL,4830,NULL,7
2221,1,2015-01-17,0,NULL,4831,NULL,7
2223,1,2013-08-02,0,NULL,4832,NULL,7
2224,1,2017-03-02,0,NULL,4833,NULL,7
2225,1,2011-08-16,0,NULL,4834,NULL,7
2226,1,2011-11-24,0,NULL,4835,NULL,7
2227,1,2016-04-09,0,NULL,4836,NULL,7
2228,1,2014-04-27,0,NULL,4837,NULL,7
2229,1,2011-08-02,0,NULL,4838,NULL,7
2231,1,2017-08-25,0,NULL,4839,NULL,7
2232,1,2014-01-25,0,NULL,4840,NULL,7
2234,1,2015-01-07,0,NULL,4841,NULL,7
2235,1,2016-06-27,0,NULL,4842,NULL,7
2236,1,2012-04-23,0,NULL,4843,NULL,7
2237,1,2017-06-23,0,NULL,4844,NULL,7
2238,1,2018-09-14,0,NULL,4845,NULL,7
2239,1,2017-04-09,0,NULL,4846,NULL,7
2240,1,2014-11-26,0,NULL,4847,NULL,7
2242,1,2017-03-02,0,NULL,4848,NULL,7
2243,1,2012-12-24,0,NULL,4849,NULL,7
2248,1,2015-07-06,0,NULL,4850,NULL,7
2249,1,2015-01-06,0,NULL,4851,NULL,7
2252,1,2018-04-17,0,NULL,4852,NULL,7
2254,1,2018-02-12,0,NULL,4853,NULL,7
2255,1,2014-01-25,0,NULL,4854,NULL,7
2257,1,2015-01-21,0,NULL,4855,NULL,7
2258,1,2015-02-05,0,NULL,4856,NULL,7
2259,1,2016-04-06,0,NULL,22370,NULL,7
2261,1,2015-03-07,0,NULL,4858,NULL,7
2263,1,2018-06-26,0,NULL,4859,NULL,7
2264,1,2017-01-27,0,NULL,4860,NULL,7
2265,1,2018-01-21,0,NULL,4861,NULL,7
2266,1,2012-05-11,0,NULL,4862,NULL,7
2267,1,2011-08-09,0,NULL,4863,NULL,7
2268,1,2017-03-07,0,NULL,4864,NULL,7
2269,1,2014-12-12,0,NULL,4865,NULL,7
2270,1,2015-06-30,0,NULL,4866,NULL,7
2271,1,2017-11-11,0,NULL,4867,NULL,7
2272,1,2017-10-06,0,NULL,4868,NULL,7
2273,1,2018-06-05,0,NULL,23928,NULL,7
2275,1,2018-03-31,0,NULL,4869,NULL,7
2277,1,2016-09-23,0,NULL,4870,NULL,7
2278,1,2016-11-13,0,NULL,4871,NULL,7
2280,1,2017-08-10,0,NULL,4872,NULL,7
2282,1,2015-06-22,0,NULL,4873,NULL,7
2284,1,2017-02-28,0,NULL,4874,NULL,7
2288,1,2017-05-15,0,NULL,4875,NULL,7
2291,1,2016-09-10,0,NULL,22375,NULL,7
2292,1,2017-02-06,0,NULL,4877,NULL,7
2293,1,2011-11-09,0,NULL,4878,NULL,7
2297,1,2017-02-27,0,NULL,4879,NULL,7
2298,1,2011-05-26,0,NULL,4880,NULL,7
2299,1,2018-03-27,0,NULL,4881,NULL,7
2301,1,2015-08-09,0,NULL,4882,NULL,7
2302,1,2015-04-06,0,NULL,4883,NULL,7
2304,1,2015-05-12,0,NULL,4885,NULL,7
2305,1,2018-08-11,0,NULL,4886,NULL,7
2306,1,2015-01-21,0,NULL,4887,NULL,7
2307,1,2015-04-15,0,NULL,4888,NULL,7
2308,1,2017-06-27,0,NULL,4889,NULL,7
2312,1,2018-06-11,0,NULL,23924,NULL,7
2313,1,2017-02-17,0,NULL,4890,NULL,7
2314,1,2017-12-15,0,NULL,4891,NULL,7
2315,1,2014-05-31,0,NULL,4892,NULL,7
2317,1,2018-01-05,0,NULL,4893,NULL,7
2318,1,2015-06-16,0,NULL,4894,NULL,7
2320,1,2015-06-25,0,NULL,4895,NULL,7
2321,1,2017-06-18,0,NULL,4896,NULL,7
2323,1,2017-05-07,0,NULL,4897,NULL,7
2327,1,2017-10-27,0,NULL,23424,NULL,7
2329,1,2017-06-02,0,NULL,4898,NULL,7
2334,1,2016-02-24,0,NULL,4899,NULL,7
2335,1,2016-04-05,0,NULL,4900,NULL,7
2336,1,2017-07-31,0,NULL,4901,NULL,7
2337,1,2013-04-07,0,NULL,4902,NULL,7
2338,1,2018-06-12,0,NULL,23966,NULL,7
2341,1,2014-08-23,0,NULL,4903,NULL,7
2342,1,2017-07-08,0,NULL,4904,NULL,7
2346,1,2017-05-24,0,NULL,4905,NULL,7
2349,1,2017-06-20,0,NULL,4906,NULL,7
2350,1,2017-03-07,0,NULL,4907,NULL,7
2351,1,2014-12-26,0,NULL,4908,NULL,7
2353,1,2017-01-28,0,NULL,4909,NULL,7
2355,1,2018-05-05,0,NULL,4910,NULL,7
2357,1,2017-01-21,0,NULL,4911,NULL,7
2358,1,2015-12-27,0,NULL,4912,NULL,7
2359,1,2016-06-09,0,NULL,4913,NULL,7
2360,1,2016-04-17,0,NULL,4914,NULL,7
2361,1,2016-03-02,0,NULL,4915,NULL,7
2362,1,2015-07-22,0,NULL,4916,NULL,7
2363,1,2018-06-21,0,NULL,4917,NULL,7
2364,1,2015-09-10,0,NULL,4918,NULL,7
2365,1,2014-12-28,0,NULL,4919,NULL,7
2366,1,2015-02-21,0,NULL,4920,NULL,7
2367,1,2018-04-27,0,NULL,4921,NULL,7
2368,1,2018-04-12,0,NULL,4922,NULL,7
2369,1,2015-04-26,0,NULL,4923,NULL,7
2370,1,2016-08-07,0,NULL,4924,NULL,7
2371,1,2016-06-10,0,NULL,4925,NULL,7
2372,1,2017-07-28,0,NULL,4926,NULL,7
2373,1,2016-10-10,0,NULL,4927,NULL,7
2374,1,2016-11-11,0,NULL,4928,NULL,7
2375,1,2017-01-23,0,NULL,4929,NULL,7
2376,1,2017-01-23,0,NULL,4930,NULL,7
2377,1,2017-02-06,0,NULL,4931,NULL,7
2378,1,2017-01-22,0,NULL,4932,NULL,7
2379,1,2017-01-28,0,NULL,4933,NULL,7
2380,1,2017-02-19,0,NULL,4934,NULL,7
2381,1,2017-10-03,0,NULL,4935,NULL,7
2383,1,2017-05-24,0,NULL,4937,NULL,7
2384,1,2017-05-05,0,NULL,4938,NULL,7
2386,1,2017-07-02,0,NULL,4940,NULL,7
2387,1,2015-02-25,0,NULL,4941,NULL,7
2388,1,2015-03-07,0,NULL,4942,NULL,7
2390,1,2017-07-14,0,NULL,4944,NULL,7
2391,1,2017-01-27,0,NULL,4945,NULL,7
2392,1,2015-02-07,0,NULL,4946,NULL,7
2394,1,2012-02-28,0,NULL,4948,NULL,7
2395,1,2015-03-08,0,NULL,4949,NULL,7
2396,1,2015-03-08,0,NULL,4950,NULL,7
2397,1,2015-03-08,0,NULL,4951,NULL,7
2398,1,2015-03-03,0,NULL,4952,NULL,7
2399,1,2017-03-09,0,NULL,4953,NULL,7
2400,1,2017-08-05,0,NULL,4954,NULL,7
2405,1,2015-05-17,0,NULL,4956,NULL,7
2406,1,2015-07-28,0,NULL,4957,NULL,7
2407,1,2015-05-13,0,NULL,4958,NULL,7
2409,1,2017-06-18,0,NULL,4960,NULL,7
2410,1,2017-07-04,0,NULL,4961,NULL,7
2411,1,2017-09-16,0,NULL,4962,NULL,7
2412,1,2017-05-22,0,NULL,4963,NULL,7
2413,1,2015-05-24,0,NULL,4964,NULL,7
2415,1,2017-09-18,0,NULL,4966,NULL,7
2418,1,2018-01-02,0,NULL,4969,NULL,7
2419,1,2017-05-26,0,NULL,4970,NULL,7
2420,1,2014-04-06,0,NULL,4971,NULL,7
2421,1,2015-06-28,0,NULL,4972,NULL,7
2422,1,2015-07-12,0,NULL,4973,NULL,7
2423,1,2015-09-18,0,NULL,4974,NULL,7
2425,1,2017-04-08,0,NULL,4976,NULL,7
2426,1,2015-07-09,0,NULL,4977,NULL,7
2428,1,2014-11-03,0,NULL,4979,NULL,7
2429,1,2017-08-25,0,NULL,4980,NULL,7
2430,1,2018-03-26,0,NULL,4981,NULL,7
2431,1,2018-07-29,0,NULL,4982,NULL,7
2432,1,2014-08-24,0,NULL,4983,NULL,7
2434,1,2015-07-29,0,NULL,4985,NULL,7
2435,1,2016-05-07,0,NULL,21240,NULL,7
2436,1,2015-03-15,0,NULL,4987,NULL,7
2437,1,2014-12-23,0,NULL,4988,NULL,7
2438,1,2015-03-18,0,NULL,4989,NULL,7
2439,1,2015-02-27,0,NULL,4990,NULL,7
2440,1,2014-12-12,0,NULL,4991,NULL,7
2441,1,2015-08-19,0,NULL,4992,NULL,7
2442,1,2010-06-29,0,NULL,4993,NULL,7
2443,1,2015-09-04,0,NULL,4994,NULL,7
2444,1,2015-05-02,0,NULL,4995,NULL,7
2445,1,2015-02-20,0,NULL,4996,NULL,7
2446,1,2015-03-20,0,NULL,4997,NULL,7
2447,1,2015-08-13,0,NULL,4998,NULL,7
2448,1,2015-10-07,0,NULL,4999,NULL,7
2449,1,2015-01-02,0,NULL,5000,NULL,7
2450,1,2014-05-26,0,NULL,5001,NULL,7
2451,1,2010-01-29,0,NULL,5002,NULL,7
2452,1,2014-10-05,0,NULL,5003,NULL,7
2453,1,2015-08-22,0,NULL,5004,NULL,7
2455,1,2011-10-29,0,NULL,5005,NULL,7
2456,1,2014-09-30,0,NULL,5006,NULL,7
2457,1,2015-04-27,0,NULL,5007,NULL,7
2458,1,2015-06-19,0,NULL,5008,NULL,7
2459,1,2015-01-27,0,NULL,5009,NULL,7
2460,1,2015-06-25,0,NULL,5010,NULL,7
2461,1,2015-10-01,0,NULL,5011,NULL,7
2462,1,2015-09-01,0,NULL,5012,NULL,7
2463,1,2015-07-09,0,NULL,5013,NULL,7
2464,1,2015-09-27,0,NULL,5014,NULL,7
2465,1,2015-05-13,0,NULL,21237,NULL,7
2466,1,2015-02-04,0,NULL,5016,NULL,7
2468,1,2015-01-21,0,NULL,5017,NULL,7
2470,1,2013-05-09,0,NULL,5019,NULL,7
2473,1,2014-10-06,0,NULL,5022,NULL,7
2474,1,2014-11-28,0,NULL,5023,NULL,7
2475,1,2014-10-24,0,NULL,5024,NULL,7
2476,1,2015-02-11,0,NULL,5025,NULL,7
2478,1,2014-12-17,0,NULL,5026,NULL,7
2479,1,2014-12-31,0,NULL,5027,NULL,7
2485,1,2014-11-11,0,NULL,5030,NULL,7
2486,1,2015-04-14,0,NULL,5031,NULL,7
2487,1,2012-07-17,0,NULL,5032,NULL,7
2488,1,2014-12-18,0,NULL,5033,NULL,7
2491,1,2014-12-18,0,NULL,5035,NULL,7
2492,1,2014-10-14,0,NULL,5036,NULL,7
2494,1,2014-11-10,0,NULL,5037,NULL,7
2496,1,2014-11-17,0,NULL,5038,NULL,7
2497,1,2014-12-16,0,NULL,5039,NULL,7
2498,1,2014-10-02,0,NULL,5040,NULL,7
2499,1,2015-03-18,0,NULL,5041,NULL,7
2500,1,2014-12-23,0,NULL,5042,NULL,7
2501,1,2015-08-06,0,NULL,5043,NULL,7
2510,1,2014-10-18,0,NULL,5046,NULL,7
2512,1,2015-01-28,0,NULL,5047,NULL,7
2529,1,2016-09-12,0,NULL,5050,NULL,7
2532,1,2015-06-02,0,NULL,5051,NULL,7
2534,1,2015-01-24,0,NULL,5053,NULL,7
2535,1,2014-02-15,0,NULL,5054,NULL,7
2537,1,2015-01-28,0,NULL,5055,NULL,7
2539,1,2015-06-06,0,NULL,5056,NULL,7
2541,1,2013-01-04,0,NULL,5057,NULL,7
2542,1,2015-07-20,0,NULL,5058,NULL,7
2543,1,2014-03-12,0,NULL,5059,NULL,7
2544,1,2015-02-10,0,NULL,5060,NULL,7
2545,1,2015-02-28,0,NULL,5061,NULL,7
2546,1,2015-04-05,0,NULL,5062,NULL,7
2547,1,2015-09-26,0,NULL,5063,NULL,7
2548,1,2013-05-29,0,NULL,5064,NULL,7
2550,1,2015-07-15,0,NULL,5066,NULL,7
2551,1,2015-07-19,0,NULL,5067,NULL,7
2552,1,2014-10-04,0,NULL,5068,NULL,7
2553,1,2014-10-04,0,NULL,5069,NULL,7
2554,1,2015-02-22,0,NULL,5070,NULL,7
2555,1,2015-02-23,0,NULL,5071,NULL,7
2556,1,2014-12-02,0,NULL,5072,NULL,7
