industryID,feeID,dateofpayments,reciptNo,paidamount,applicationID,fno,feestatus,calDate,calAmount,TranNo
2,2,2014-07-17,109158,9333,2,1,Paid,2014-09-10,9333,NULL
2,1,2014-08-12,109273,11424,2,2,Paid,2014-09-10,11424,NULL
2,1,2014-06-26,108996,11424,2,3,Paid,2014-09-10,11424,NULL
2,2,2014-07-17,109158,9333,2,4,Paid,2014-09-10,9333,NULL
2,2,2014-07-17,109158,9333,2,5,Paid,2014-09-10,9333,NULL
3,1,2014-08-12,109273,11424,3,6,Paid,2014-09-10,11424,NULL
4,2,2014-10-23,65113,9333,4,7,Paid,2014-09-11,9333,NULL
4,1,2014-08-13,109277,11424,4,8,Paid,2014-09-11,11424,NULL
5,2,NULL,,0,5,9,Pending,2014-09-11,9333,NULL
6,2,2014-08-08,109256,9333,6,10,Paid,2014-09-11,9333,NULL
7,1,NULL,,0,7,11,Pending,2014-09-15,NULL,NULL
7,2,2014-07-24,109191,9333,7,12,Paid,2014-09-15,9333,NULL
8,2,NULL,,0,8,13,Pending,2014-09-16,9333,NULL
8,2,2012-04-25,62089,9333,8,14,Paid,2014-09-16,9333,NULL
9,2,2014-11-17,113083,9333,9,15,Paid,2014-09-16,9333,NULL
9,2,2013-10-24,84929,9333,9,16,Paid,2014-09-16,9333,NULL
10,2,NULL,,0,10,17,Pending,2014-09-16,9333,NULL
10,2,2014-03-10,92706,9333,10,18,Paid,2014-09-16,9333,NULL
11,2,NULL,,0,11,19,Pending,2014-09-16,NULL,NULL
11,2,2014-10-23,65119,9333,11,20,Paid,2014-09-16,9333,NULL
12,2,NULL,,0,12,21,Pending,2014-09-18,9333,NULL
12,2,2013-10-31,84957,9333,12,22,Paid,2014-09-18,9333,NULL
13,1,NULL,,0,13,23,Pending,2014-09-18,11424,NULL
13,1,2014-01-24,90243,11424,13,24,Paid,2014-09-18,11424,NULL
13,2,NULL,,0,13,25,Pending,2014-09-18,9333,NULL
13,2,2014-03-05,92662,9333,13,26,Paid,2014-09-18,9333,NULL
14,2,NULL,,0,14,27,Pending,2014-09-18,9333,NULL
14,2,2013-11-22,89849,9333,14,28,Paid,2014-09-18,9333,NULL
15,2,NULL,,0,15,29,Pending,2014-09-19,9333,NULL
15,2,2013-10-30,84953,9333,15,30,Paid,2014-09-19,9333,NULL
16,2,NULL,,0,16,31,Pending,2014-09-19,9333,NULL
16,2,2013-12-06,89932,9333,16,32,Paid,2014-09-19,9333,NULL
17,1,NULL,,0,17,33,Pending,2014-09-19,3427.2,NULL
17,1,2014-07-21,109174,3427.2,17,34,Paid,2014-09-19,3427.2,NULL
17,2,NULL,,0,17,35,Pending,2014-09-19,9333,NULL
17,2,2014-08-01,109231,9333,17,36,Paid,2014-09-19,9333,NULL
18,2,NULL,,0,18,37,Pending,2014-09-19,9333,NULL
18,2,2013-10-23,84921,9333,18,38,Paid,2014-09-19,9333,NULL
19,2,NULL,,0,19,39,Pending,2014-09-19,9333,NULL
19,2,2014-05-29,93073,9333,19,40,Paid,2014-09-19,9333,NULL
20,2,NULL,,0,20,41,Pending,2014-09-23,9333,NULL
20,2,2014-05-29,93073,9333,20,42,Paid,2014-09-23,9333,NULL
21,2,NULL,,0,21,43,Pending,2014-09-24,9333,NULL
21,2,2013-11-15,89814,9333,21,44,Paid,2014-09-24,9333,NULL
22,1,NULL,,0,22,45,Pending,2014-09-24,NULL,NULL
22,1,2014-03-07,92699,11424,22,46,Paid,2014-09-24,11424,NULL
22,2,2014-05-06,92977,9333,22,47,Paid,2014-09-25,9333,NULL
22,2,NULL,,0,22,48,Pending,2014-09-25,NULL,NULL
23,2,NULL,,0,23,49,Pending,2014-09-30,NULL,NULL
23,2,2014-03-27,92814,9333,23,50,Paid,2014-09-30,9333,NULL
24,1,NULL,,0,24,51,Pending,2014-09-30,NULL,NULL
24,2,NULL,,0,24,52,Pending,2014-09-30,NULL,NULL
24,1,2013-11-13,89804,11424,24,53,Paid,2014-09-30,11424,NULL
24,2,2013-11-28,89892,9333,24,54,Paid,2014-09-30,9333,NULL
25,2,NULL,,0,25,55,Pending,2014-09-30,NULL,NULL
25,2,2014-03-07,92700,9333,25,56,Paid,2014-09-30,9333,NULL
27,2,NULL,,0,28,57,Pending,2014-09-30,NULL,NULL
27,2,2014-04-21,92930,9333,28,58,Paid,2014-09-30,9333,NULL
28,2,NULL,,0,29,59,Pending,2014-09-30,NULL,NULL
28,2,2013-11-21,89839,9333,29,60,Paid,2014-09-30,9333,NULL
26,2,NULL,,0,27,61,Pending,2014-10-01,9333,NULL
26,2,2014-02-21,92610,9333,27,62,Paid,2014-10-01,9333,NULL
29,2,NULL,,0,30,63,Pending,2014-10-01,NULL,NULL
29,2,2014-07-03,109022,9333,30,64,Paid,2014-10-01,9333,NULL
31,1,NULL,,0,32,65,Pending,2014-10-01,NULL,NULL
31,2,2014-05-21,93038,9333,32,66,Paid,2014-10-01,9333,NULL
31,1,2012-05-31,10284,11424,32,67,Paid,2014-10-01,11424,NULL
32,2,NULL,,0,33,68,Pending,2014-10-01,NULL,NULL
32,2,2014-06-23,108974,9333,33,69,Paid,2014-10-01,9333,NULL
33,2,NULL,,0,34,70,Pending,2014-10-01,NULL,NULL
33,2,2013-12-04,89926,9333,34,71,Paid,2014-10-01,9333,NULL
34,1,NULL,,0,35,72,Pending,2014-10-01,NULL,NULL
34,1,2012-07-20,66404,11424,35,73,Paid,2014-10-01,11424,NULL
34,2,NULL,,0,35,74,Pending,2014-10-01,NULL,NULL
34,2,2014-02-28,92638,9333,35,75,Paid,2014-10-01,9333,NULL
35,2,NULL,,0,36,76,Pending,2014-10-01,NULL,NULL
35,2,2014-11-11,113043,9333,36,77,Paid,2014-10-01,9333,NULL
36,1,2014-11-13,113065,11424,37,78,Paid,2014-10-01,11424,NULL
36,1,2013-07-30,82479,4284,37,79,Paid,2014-10-01,4284,NULL
36,2,NULL,,0,37,80,Pending,2014-10-01,9256.5,NULL
36,2,2013-08-12,82507,9333,37,81,Paid,2014-10-01,9333,NULL
37,2,NULL,,0,38,82,Pending,2014-10-01,NULL,NULL
37,2,2014-10-17,109540,9333,38,83,Paid,2014-10-01,9333,NULL
38,2,NULL,,0,39,84,Pending,2014-10-02,NULL,NULL
38,2,2014-06-30,109000,9333,39,85,Paid,2014-10-02,9333,NULL
40,1,NULL,,0,40,86,Pending,2014-10-03,NULL,NULL
40,1,2014-01-20,90198,11424,40,87,Paid,2014-10-03,11424,NULL
40,2,NULL,,0,40,88,Pending,2014-10-03,NULL,NULL
40,2,2014-03-21,92797,9333,40,89,Paid,2014-10-03,9333,NULL
41,1,NULL,,0,41,90,Pending,2014-10-03,NULL,NULL
41,1,2013-09-18,84799,11424,41,91,Paid,2014-10-03,11424,NULL
41,2,NULL,,0,41,92,Pending,2014-10-03,NULL,NULL
41,2,2014-01-06,90142,9333,41,93,Paid,2014-10-03,9333,NULL
42,1,NULL,,0,42,94,Pending,2014-10-03,NULL,NULL
42,1,2014-05-20,93028,3427.2,42,95,Paid,2014-10-03,3427.2,NULL
42,2,NULL,,0,42,96,Pending,2014-10-03,NULL,NULL
42,2,2014-07-14,109108,9333,42,97,Paid,2014-10-03,9333,NULL
43,2,NULL,,0,43,98,Pending,2014-10-03,NULL,NULL
43,2,2014-01-22,90229,9333,43,99,Paid,2014-10-03,9333,NULL
44,2,NULL,,0,44,100,Pending,2014-10-03,NULL,NULL
44,2,2015-01-02,113221,9333,44,101,Paid,2014-10-03,9333,NULL
45,1,NULL,,0,45,102,Pending,2014-10-03,NULL,NULL
45,1,2013-07-08,82392,3427.5,45,103,Paid,2014-10-03,3427.2,NULL
45,2,NULL,,0,45,104,Pending,2014-10-03,NULL,NULL
45,2,2014-03-20,92796,9333,45,105,Paid,2014-10-03,9333,NULL
46,1,NULL,,0,46,106,Pending,2014-10-03,NULL,NULL
46,1,2014-03-12,92727,11424,46,107,Paid,2014-10-03,11424,NULL
46,2,NULL,,0,46,108,Pending,2014-10-03,NULL,NULL
46,2,2014-03-12,92728,9333,46,109,Paid,2014-10-03,9333,NULL
47,2,NULL,,0,47,110,Pending,2014-10-03,NULL,NULL
47,2,2014-03-20,92788,9333,47,111,Paid,2014-10-03,9333,NULL
48,1,NULL,,0,48,112,Pending,2014-10-03,NULL,NULL
48,1,2014-02-13,90329,11424,48,113,Paid,2014-10-03,11424,NULL
48,2,NULL,,0,48,114,Pending,2014-10-03,NULL,NULL
48,2,2014-02-13,90330,9333,48,115,Paid,2014-10-03,9333,NULL
49,1,NULL,,0,49,116,Pending,2014-10-03,NULL,NULL
49,1,2014-03-14,92752,3427.2,49,117,Paid,2014-10-03,3427.2,NULL
49,2,NULL,,0,49,118,Pending,2014-10-03,NULL,NULL
49,2,2014-05-12,93000,9333,49,119,Paid,2014-10-03,9333,NULL
50,1,NULL,,0,50,120,Pending,2014-10-03,NULL,NULL
50,1,2014-05-21,93035,3427.2,50,121,Paid,2014-10-03,3427.2,NULL
50,2,NULL,,0,50,122,Pending,2014-10-03,NULL,NULL
50,2,2014-06-25,108989,9333,50,123,Paid,2014-10-03,9333,NULL
51,1,NULL,,0,51,124,Pending,2014-10-03,NULL,NULL
51,1,2013-07-10,82403,11424,51,125,Paid,2014-10-03,11424,NULL
51,2,NULL,,0,51,126,Pending,2014-10-03,NULL,NULL
51,2,2014-04-04,92847,9333,51,127,Paid,2014-10-03,9333,NULL
52,2,2014-11-21,113109,9333,52,128,Paid,2014-10-03,9333,NULL
52,2,2013-07-23,82444,9333,52,129,Paid,2014-10-03,9333,NULL
54,2,NULL,,0,53,130,Pending,2014-10-03,NULL,NULL
54,2,2014-05-06,92977,9333,53,131,Paid,2014-10-03,9333,NULL
55,2,NULL,,0,54,132,Pending,2014-10-03,NULL,NULL
55,2,2014-04-30,92960,9333,54,133,Paid,2014-10-03,9333,NULL
56,2,NULL,,0,55,134,Pending,2014-10-03,NULL,NULL
56,2,2014-06-18,93190,9333,55,135,Paid,2014-10-03,9333,NULL
57,2,NULL,,0,56,136,Pending,2014-10-03,NULL,NULL
57,2,2014-05-19,93014,9333,56,137,Paid,2014-10-03,9333,NULL
63,2,NULL,,0,57,138,Pending,2014-10-03,NULL,NULL
63,2,2014-05-19,93013,9333,57,139,Paid,2014-10-03,9333,NULL
58,2,NULL,,0,58,140,Pending,2014-10-03,NULL,NULL
58,2,2014-05-19,93014,9333,58,141,Paid,2014-10-03,9333,NULL
61,1,NULL,,0,59,142,Pending,2014-10-03,NULL,NULL
61,1,2014-03-13,92739,11424,59,143,Paid,2014-10-03,11424,NULL
61,2,NULL,,0,59,144,Pending,2014-10-03,NULL,NULL
61,2,2014-04-21,92914,9333,59,145,Paid,2014-10-03,9333,NULL
59,2,NULL,,0,60,146,Pending,2014-10-03,NULL,NULL
59,2,2014-06-20,108968,9333,60,147,Paid,2014-10-03,9333,NULL
53,2,NULL,,0,61,148,Pending,2014-10-03,NULL,NULL
62,2,NULL,,0,62,149,Pending,2014-10-03,NULL,NULL
62,2,2013-09-24,84806,9333,62,150,Paid,2014-10-03,9333,NULL
66,1,NULL,,0,64,151,Pending,2014-10-04,NULL,NULL
66,1,2013-11-01,84960,11424,64,152,Paid,2014-10-04,11424,NULL
66,2,NULL,,0,64,153,Pending,2014-10-04,NULL,NULL
66,2,2013-12-04,89925,9333,64,154,Paid,2014-10-04,9333,NULL
68,2,NULL,,0,65,155,Pending,2014-10-04,NULL,NULL
68,2,2014-06-23,108976,9333,65,156,Paid,2014-10-04,9333,NULL
67,1,NULL,,0,66,157,Pending,2014-10-04,3428,NULL
67,1,NULL,,3428,66,158,Paid,2014-10-04,3428,NULL
69,2,NULL,,0,67,159,Pending,2014-10-04,NULL,NULL
69,2,2014-03-07,92704,9333,67,160,Paid,2014-10-04,9333,NULL
70,1,NULL,,0,68,161,Pending,2014-10-04,NULL,NULL
70,1,2012-11-08,68527,5712,68,162,Paid,2014-10-04,5712,NULL
70,2,NULL,,0,68,163,Pending,2014-10-04,NULL,NULL
70,2,2013-03-20,74518,9333,68,164,Paid,2014-10-04,9333,NULL
67,1,NULL,,0,70,165,Pending,2014-10-04,3428,NULL
67,1,2014-03-03,92646,3428,70,166,Paid,2014-10-04,3428,NULL
67,2,2014-05-22,93042,9333,70,167,Paid,2014-10-04,9333,NULL
73,2,NULL,,0,71,168,Pending,2014-10-04,NULL,NULL
73,2,2014-03-20,92789,9333,71,169,Paid,2014-10-04,9333,NULL
72,1,NULL,,0,73,170,Pending,2014-10-04,NULL,NULL
71,2,NULL,,0,72,171,Pending,2014-10-04,NULL,NULL
72,1,2013-01-16,74278,11424,73,172,Paid,2014-10-04,11424,NULL
72,2,NULL,,0,73,173,Pending,2014-10-04,NULL,NULL
71,1,2014-04-01,92829,9333,72,174,Paid,2014-10-04,9333,NULL
72,2,2013-02-20,74425,9333,73,175,Paid,2014-10-04,9333,NULL
74,1,NULL,,0,74,176,Pending,2014-10-04,NULL,NULL
74,1,2014-06-11,93153,11424,74,177,Paid,2014-10-04,11424,NULL
74,2,NULL,,0,74,178,Pending,2014-10-04,NULL,NULL
74,2,2014-06-19,108956,9333,74,179,Paid,2014-10-04,9333,NULL
75,1,NULL,,0,75,180,Pending,2014-10-04,NULL,NULL
75,1,2014-06-20,108961,11424,75,181,Paid,2014-10-04,11424,NULL
75,2,NULL,,0,75,182,Pending,2014-10-04,NULL,NULL
75,2,2014-07-07,109032,9333,75,183,Paid,2014-10-04,9333,NULL
76,1,NULL,,0,76,184,Pending,2014-10-04,NULL,NULL
76,1,2014-07-21,90213,11424,76,185,Paid,2014-10-04,11424,NULL
76,2,NULL,,0,76,186,Pending,2014-10-04,NULL,NULL
77,1,NULL,,0,77,187,Pending,2014-10-04,NULL,NULL
77,1,2014-04-24,92939,11424,77,188,Paid,2014-10-04,11424,NULL
77,2,NULL,,0,77,189,Pending,2014-10-04,NULL,NULL
78,2,NULL,,0,78,190,Pending,2014-10-04,NULL,NULL
77,2,2014-05-08,92988,9333,77,191,Paid,2014-10-04,9333,NULL
78,2,2014-01-24,90237,9333,78,192,Paid,2014-10-04,9333,NULL
79,2,NULL,,0,79,193,Pending,2014-10-04,NULL,NULL
79,2,2013-11-22,89840,9333,79,194,Paid,2014-10-04,9333,NULL
80,1,NULL,,0,80,195,Pending,2014-10-04,11424,NULL
76,2,2014-01-28,90249,9333,76,196,Paid,2014-10-04,9333,NULL
80,1,2013-10-04,84848,11424,80,197,Paid,2014-10-04,11424,NULL
80,2,2013-12-03,89917,9333,80,198,Paid,2014-10-04,9333,NULL
82,2,NULL,,0,82,199,Pending,2014-10-04,NULL,NULL
81,2,NULL,,0,81,200,Pending,2014-10-04,NULL,NULL
82,2,2014-05-22,93041,9333,82,201,Paid,2014-10-04,9333,NULL
81,2,2014-05-09,92995,9333,81,202,Paid,2014-10-04,9333,NULL
83,2,NULL,,0,83,203,Pending,2014-10-04,NULL,NULL
83,2,2014-06-25,108990,9333,83,204,Paid,2014-10-04,9333,NULL
84,2,NULL,,0,84,205,Pending,2014-10-04,9333,NULL
84,2,2011-10-10,50456,9333,84,206,Paid,2014-10-04,9333,NULL
85,1,NULL,,0,85,207,Pending,2014-10-04,NULL,NULL
85,1,2014-03-03,92647,11424,85,208,Paid,2014-10-04,11424,NULL
85,2,NULL,,0,85,209,Pending,2014-10-04,NULL,NULL
85,2,2014-06-04,93086,9333,85,210,Paid,2014-10-04,9333,NULL
87,1,NULL,,0,87,211,Pending,2014-10-04,NULL,NULL
87,1,2014-03-06,92667,11424,87,212,Paid,2014-10-04,11424,NULL
87,2,NULL,,9333,87,213,Paid,2014-10-04,9333,NULL
86,2,NULL,,0,86,214,Pending,2014-10-04,NULL,NULL
87,2,2014-03-05,92659,9333,87,215,Paid,2014-10-04,9333,NULL
86,2,2014-02-12,90321,9333,86,216,Paid,2014-10-04,9333,NULL
90,2,NULL,,0,90,217,Pending,2014-10-04,NULL,NULL
90,2,2014-03-20,92793,9333,90,218,Paid,2014-10-04,9333,NULL
89,2,NULL,,0,89,219,Pending,2014-10-04,NULL,NULL
89,2,2013-12-09,89943,9333,89,220,Paid,2014-10-04,9333,NULL
92,2,NULL,,0,92,221,Pending,2014-10-04,NULL,NULL
91,1,NULL,,0,91,222,Pending,2014-10-04,0,NULL
92,2,2012-12-05,71280,9333,92,223,Paid,2014-10-04,9333,NULL
91,2,2014-03-20,92786,9333,91,224,Paid,2014-10-04,9333,NULL
93,2,NULL,,0,93,225,Pending,2014-10-04,NULL,NULL
93,2,2014-05-16,93007,9333,93,226,Paid,2014-10-04,9333,NULL
64,2,NULL,,0,63,227,Pending,2014-10-04,NULL,NULL
64,2,2013-08-27,82556,9333,63,228,Paid,2014-10-04,9333,NULL
88,1,NULL,,0,88,229,Pending,2014-10-04,5768,NULL
88,1,2011-01-03,39620,5768,88,230,Paid,2014-10-04,5768,NULL
53,2,2014-07-28,109202,9333,61,231,Paid,2014-10-04,9333,NULL
95,1,NULL,,0,94,232,Pending,2014-10-04,NULL,NULL
95,1,2013-09-11,84764,3427,94,233,Paid,2014-10-04,3427,NULL
95,2,NULL,,0,94,234,Pending,2014-10-04,NULL,NULL
95,2,2014-01-13,90186,9333,94,235,Paid,2014-10-04,9333,NULL
94,2,2014-01-09,90175,9333,95,236,Paid,2014-10-04,9333,NULL
96,2,2014-12-31,113204,9333,96,237,Paid,2014-10-04,9333,NULL
96,2,2014-01-06,90140,9333,96,238,Paid,2014-10-04,9333,NULL
94,2,NULL,,0,97,239,Pending,2014-10-04,NULL,NULL
94,2,2014-01-09,90175,9333,97,240,Paid,2014-10-04,9333,NULL
97,2,NULL,,0,98,241,Pending,2014-10-04,NULL,NULL
97,2,2014-04-09,93096,9333,98,242,Paid,2014-10-04,9333,NULL
99,2,NULL,,0,100,243,Pending,2014-10-04,NULL,NULL
99,2,2015-01-29,115696,9256.5,100,244,Paid,2014-10-04,9256.5,NULL
98,2,NULL,,0,99,245,Pending,2014-10-04,NULL,NULL
98,2,2014-04-30,92959,9333,99,246,Paid,2014-10-04,9333,NULL
100,2,NULL,,0,101,247,Pending,2014-10-04,NULL,NULL
100,2,2013-02-22,74431,9333,101,248,Paid,2014-10-04,9333,NULL
101,1,NULL,,0,102,249,Pending,2014-10-04,NULL,NULL
102,2,NULL,,0,103,250,Pending,2014-10-04,NULL,NULL
102,2,2014-06-13,93166,9333,103,251,Paid,2014-10-04,9333,NULL
101,1,2013-10-29,84949,11424,102,252,Paid,2014-10-04,11424,NULL
101,2,NULL,,0,102,253,Pending,2014-10-04,NULL,NULL
101,2,2014-03-14,92742,9333,102,254,Paid,2014-10-04,9333,NULL
103,1,NULL,,0,104,255,Pending,2014-10-04,NULL,NULL
103,1,2014-06-18,93188,11424,104,256,Paid,2014-10-04,11424,NULL
104,2,NULL,,0,105,257,Pending,2014-10-04,NULL,NULL
103,2,NULL,,0,104,258,Pending,2014-10-04,NULL,NULL
104,2,2015-01-30,115706,9256,105,259,Paid,2014-10-04,9256,NULL
103,2,2014-01-31,90272,9333,104,260,Paid,2014-10-04,9333,NULL
105,2,NULL,,0,106,261,Pending,2014-10-04,NULL,NULL
105,2,2014-01-10,90177,9333,106,262,Paid,2014-10-04,9333,NULL
107,1,NULL,,0,107,263,Pending,2014-10-04,11424,NULL
107,1,2013-05-13,74639,11424,107,264,Paid,2014-10-04,11424,NULL
107,2,2013-08-13,82539,9333,107,265,Paid,2014-10-04,9333,NULL
106,1,NULL,,0,108,266,Pending,2014-10-04,NULL,NULL
106,1,2014-01-30,90269,11424,108,267,Paid,2014-10-04,11424,NULL
106,2,NULL,,0,108,268,Pending,2014-10-04,NULL,NULL
106,2,2014-01-02,90127,9333,108,269,Paid,2014-10-04,9333,NULL
108,1,NULL,,0,109,270,Pending,2014-10-04,NULL,NULL
108,1,2014-07-09,109091,11424,109,271,Paid,2014-10-04,11424,NULL
108,2,NULL,,0,109,272,Pending,2014-10-04,NULL,NULL
108,2,2014-08-22,109311,9333,109,273,Paid,2014-10-04,9333,NULL
109,2,2014-01-16,90194,9333,110,274,Paid,2014-10-04,9333,NULL
110,2,NULL,,0,111,275,Pending,2014-10-04,NULL,NULL
110,2,2014-08-01,109230,9333,111,276,Paid,2014-10-04,9333,NULL
111,1,NULL,,0,112,277,Pending,2014-10-04,NULL,NULL
111,1,2014-03-18,109299,3427.2,112,278,Paid,2014-10-04,3427.2,NULL
111,2,NULL,,0,112,279,Pending,2014-10-04,NULL,NULL
111,2,2014-09-01,109338,9333,112,280,Paid,2014-10-04,9333,NULL
113,2,NULL,,0,115,281,Pending,2014-10-04,NULL,NULL
113,2,2014-06-04,93085,9333,115,282,Paid,2014-10-04,9333,NULL
114,2,NULL,,0,114,283,Pending,2014-10-04,NULL,NULL
114,2,2014-01-16,90192,9333,114,284,Paid,2014-10-04,9333,NULL
112,1,NULL,,0,113,285,Pending,2014-10-04,NULL,NULL
112,1,2013-12-19,90043,11424,113,286,Paid,2014-10-04,11424,NULL
115,2,NULL,,0,116,287,Pending,2014-10-04,NULL,NULL
112,1,NULL,,0,113,288,Pending,2014-10-04,NULL,NULL
115,2,2014-03-14,92747,9333,116,289,Paid,2014-10-04,9333,NULL
112,1,2013-12-19,90043,11424,113,290,Paid,2014-10-04,11424,NULL
112,2,2014-03-17,92759,9333,113,291,Paid,2014-10-04,9333,NULL
116,1,NULL,,0,117,292,Pending,2014-10-04,NULL,NULL
116,1,2011-10-28,30696,5712,117,293,Paid,2014-10-04,5712,NULL
116,2,NULL,,0,117,294,Pending,2014-10-04,NULL,NULL
116,2,2014-05-30,93074,9333,117,295,Paid,2014-10-04,9333,NULL
117,1,NULL,,0,118,296,Pending,2014-10-04,NULL,NULL
117,1,2012-12-07,71290,5712,118,297,Paid,2014-10-04,5712,NULL
117,2,NULL,,0,118,298,Pending,2014-10-04,NULL,NULL
117,2,2014-03-12,92725,9333,118,299,Paid,2014-10-04,9333,NULL
112,1,NULL,,0,113,300,Pending,2014-10-04,0,NULL
119,1,NULL,,0,120,301,Pending,2014-10-04,NULL,NULL
119,1,2014-01-24,90238,3430,120,302,Paid,2014-10-04,3430,NULL
119,2,NULL,,0,120,303,Pending,2014-10-04,NULL,NULL
120,1,NULL,,0,121,304,Pending,2014-10-04,NULL,NULL
120,1,2014-01-24,90242,11424,121,305,Paid,2014-10-04,11424,NULL
119,2,2014-07-24,109194,9333,120,306,Paid,2014-10-04,9333,NULL
118,2,NULL,,0,119,307,Pending,2014-10-04,NULL,NULL
118,2,2014-01-10,90179,9333,119,308,Paid,2014-10-04,9333,NULL
121,1,NULL,,0,122,309,Pending,2014-10-04,NULL,NULL
121,1,2014-03-18,66484,4284,122,310,Paid,2014-10-04,4284,NULL
121,2,NULL,,0,122,311,Pending,2014-10-04,NULL,NULL
121,2,2014-07-17,109138,9333,122,312,Paid,2014-10-04,9333,NULL
122,2,NULL,,0,123,313,Pending,2014-10-04,NULL,NULL
122,2,2013-12-09,89940,9333,123,314,Paid,2014-10-04,9333,NULL
123,1,NULL,,0,124,315,Pending,2014-10-04,NULL,NULL
123,1,2013-10-30,84954,11424,124,316,Paid,2014-10-04,11424,NULL
123,2,NULL,,0,124,317,Pending,2014-10-04,NULL,NULL
124,2,NULL,,0,125,318,Pending,2014-10-04,NULL,NULL
123,2,2013-11-28,89890,9333,124,319,Paid,2014-10-04,9333,NULL
124,2,2014-07-23,109189,9333,125,320,Paid,2014-10-04,9333,NULL
127,2,NULL,,0,126,321,Pending,2014-10-04,NULL,NULL
125,1,NULL,,0,127,322,Pending,2014-10-04,NULL,NULL
126,2,NULL,,0,128,323,Pending,2014-10-04,NULL,NULL
127,2,2014-05-05,92969,9333,126,324,Paid,2014-10-04,9333,NULL
125,1,2011-01-20,10040,2000,127,325,Paid,2014-10-04,2000,NULL
126,2,2013-12-26,90109,9333,128,326,Paid,2014-10-04,9333,NULL
125,2,NULL,,0,127,327,Pending,2014-10-04,NULL,NULL
125,2,2014-05-12,93002,9333,127,328,Paid,2014-10-04,9333,NULL
128,1,2015-01-02,113216,3430,129,329,Paid,2014-10-04,3430,NULL
128,2,2013-11-18,89817,9333,129,330,Paid,2014-10-04,9333,NULL
129,2,NULL,,0,130,331,Pending,2014-10-04,NULL,NULL
129,2,2014-01-09,90171,9333,130,332,Paid,2014-10-04,9333,NULL
131,2,NULL,,0,131,333,Pending,2014-10-04,NULL,NULL
131,2,2014-02-17,90337,9333,131,334,Paid,2014-10-04,9333,NULL
132,1,NULL,,0,132,335,Pending,2014-10-04,NULL,NULL
132,1,2013-07-31,82489,11424,132,336,Paid,2014-10-04,11424,NULL
132,2,NULL,,0,132,337,Pending,2014-10-04,NULL,NULL
133,1,NULL,,0,133,338,Pending,2014-10-04,NULL,NULL
132,2,2013-12-17,90029,9333,132,339,Paid,2014-10-04,9333,NULL
130,1,NULL,,0,134,340,Pending,2014-10-04,NULL,NULL
133,1,2013-07-03,82383,3427,133,341,Paid,2014-10-04,3427,NULL
130,1,2014-06-18,93188,11424,134,342,Paid,2014-10-04,11424,NULL
133,2,NULL,,0,133,343,Pending,2014-10-04,NULL,NULL
130,2,NULL,,0,134,344,Pending,2014-10-04,NULL,NULL
133,2,2014-07-18,109169,9333,133,345,Paid,2014-10-04,9333,NULL
130,2,2014-01-31,90272,9333,134,346,Paid,2014-10-04,9333,NULL
135,2,NULL,,0,135,347,Pending,2014-10-04,NULL,NULL
135,2,2013-11-29,89893,9333,135,348,Paid,2014-10-04,9333,NULL
134,2,NULL,,0,136,349,Pending,2014-10-04,NULL,NULL
134,2,2014-06-13,93163,9333,136,350,Paid,2014-10-04,9333,NULL
137,2,NULL,,0,137,351,Pending,2014-10-04,NULL,NULL
136,1,NULL,,0,138,352,Pending,2014-10-04,NULL,NULL
137,2,2012-01-09,52659,9333,137,353,Paid,2014-10-04,9333,NULL
136,1,2014-06-18,93189,11424,138,354,Paid,2014-10-04,11424,NULL
138,1,NULL,,0,139,355,Pending,2014-10-04,NULL,NULL
138,1,2014-03-06,92668,4284,139,356,Paid,2014-10-04,4284,NULL
139,2,NULL,,0,140,357,Pending,2014-10-04,NULL,NULL
138,2,NULL,,0,139,358,Pending,2014-10-04,NULL,NULL
139,2,2014-05-30,93076,8568,140,359,Paid,2014-10-04,8568,NULL
138,2,2014-03-12,92733,9425,139,360,Paid,2014-10-04,9333,NULL
140,1,NULL,,0,141,361,Pending,2014-10-04,NULL,NULL
140,1,2014-03-03,92643,11424,141,362,Paid,2014-10-04,11424,NULL
140,2,NULL,,0,141,363,Pending,2014-10-04,NULL,NULL
140,2,2014-03-10,92705,9333,141,364,Paid,2014-10-04,9333,NULL
141,1,NULL,,0,143,365,Pending,2014-10-04,NULL,NULL
141,1,2013-07-17,82424,11424,143,366,Paid,2014-10-04,11424,NULL
141,2,2014-03-26,92809,9333,143,367,Paid,2014-10-04,9333,NULL
143,2,NULL,,0,144,368,Pending,2014-10-04,NULL,NULL
143,2,2014-08-06,109247,9333,144,369,Paid,2014-10-04,9333,NULL
144,2,NULL,,0,145,370,Pending,2014-10-04,NULL,NULL
145,2,NULL,,0,146,371,Pending,2014-10-04,NULL,NULL
145,2,2014-06-25,108993,9333,146,372,Paid,2014-10-04,9333,NULL
144,2,2013-08-23,82538,9340,145,373,Paid,2014-10-04,9340,NULL
146,2,NULL,,0,147,374,Pending,2014-10-04,NULL,NULL
146,2,2014-08-06,109246,9333,147,375,Paid,2014-10-04,9333,NULL
147,2,NULL,,0,148,376,Pending,2014-10-04,NULL,NULL
147,2,2014-03-11,92716,9333,148,377,Paid,2014-10-04,9333,NULL
148,2,NULL,,0,149,378,Pending,2014-10-04,NULL,NULL
149,2,NULL,,0,150,379,Pending,2014-10-04,NULL,NULL
148,2,2013-12-23,90046,9340,149,380,Paid,2014-10-04,9340,NULL
