productID,industryID,procduct_byproducts_name,qty,productstatus
1323,11877,Rice,4000kg,Product
1324,17233,'6X9' Granaite,,Product
1325,11979,Metal,45 Qube per month,Product
1326,18205,Biscuit,25300 bundle,Product
1327,1957,Sausages,1000kg per day,Product
1328,1957,Meat balls,200kg per day,Product
1329,1957,Cold cuts,350kg per day,Product
1330,1957,crumb products,1500kg per day,Product
1331,11998,Rice,1300 kg per Day,Product
1332,11885,Beef,,Product
1333,11885,bornes,,By Product
1334,10260,Metal,200,Product
1335,11885,skin,,By Product
1336,10260,1 inch metal,150,Product
1337,10260,3/4 inch metal ,200,Product
1338,10260,1..5 inch  Metal ,75,Product
1339,1275,Food,,Product
1340,10260,Chiops,65,By Product
1341,10260,Rock powder,60,By Product
1342,11840,Rice,3500kg,Product
1343,11961,Metal,,Product
1344,11830,Rice,4500kg,Product
1345,4638,Shopping bags,,By Product
1346,4638,Confectionary cans,2.4 mn/year,Product
1347,4638,Polythene,10 tons/month,Product
1348,4620,Tea cans,3 mn/year,Product
1349,4620,Confectionary cans,2.4 mn/year,Product
1350,4620,Display boards,1 mn/year,Product
1351,4620,Crown cork,180 mn/year,Product
1352,3221,-,,Product
1353,4620,Composite cans,1 mn/year,Product
1354,11848,Rice,4000kg,Product
1355,4620,Scraps,,By Product
1356,10263,Rice,5000,Product
1357,11676,"metal, ABC",,Product
1358,11874,Rice,4500kg,Product
1359,3225,Official furnithures,,Product
1360,19019,"Nails,nuts",,Product
1361,11829,Rice,2400kg,Product
1362,10264,Ready Mix Concrete cubic meters,40,Product
1363,24925,metal,,Product
1364,2643,Pigs,200/day,Product
1365,16923,Gate/month,1,Product
1366,16923,Grill/month,6,Product
1367,11993,Rice,2000 kg per day,Product
1368,16923,Other iron work,2,Product
1369,16923,pot stand,1,By Product
1370,11981,Rice,1000,Product
1371,4627,Automotive Batteries,330000 units/year,Product
1372,11849,Rice,4800kg,Product
1373,3190,binding wire,85MT per month,Product
1374,3190,Flexible wire,20MT per month,Product
1375,3190,Power cable,70MT per month,Product
1376,3190,Al cables,200MT,Product
1377,11976,Metal,7 Qube per day,Product
1378,19015,"Gate,Windows, Grill",3/Month,Product
1379,6258,FABRICATED METAL CONTAINERS,,Product
1380,11884,Rice,3000kg,Product
1381,1070,Food & beverages,,Product
1382,4645,Plastic Alphabet,100 units/day,Product
1383,24932,4-Mar,5 cube,Product
1384,4645,Plastic building blocks,200 units/month,Product
1385,4645,Plastic seal,,By Product
1386,24932,Dust,2 cube,Product
1387,24932,Chips,1.5 cube,Product
1388,24932,1.5,0.5 cube,Product
1389,24926,Mixed Fruit Drink Bottel,800,Product
1390,3190,Al rods,1000MT,Product
1391,2302,granite,,Product
1392,922,Repairing vehicles,,Product
1393,24937,Plastics,100,Product
1394,4606,Copper cables,2.5 MT/day,Product
1395,10135,Rice,450000,Product
1396,4606,Aluminium cables,10 MT/day,Product
1397,18194,Food and Beverages,,Product
1398,24940,eggs,5000,Product
1399,17187,crushed granaite,,Product
1400,17187,chips,,Product
1401,4611,Soya meat,300 MT/month,Product
1402,3483,Artificial clothes,15000m,Product
1403,3483,Cotton clothes,15000m,Product
1404,18501,Rice,,Product
1405,11765,Metal,,Product
1406,11766,Metal,150 cube,Product
1407,4696,Corrugated roofing sheets,500 MT/day,Product
1408,4696,Asbestoes cement ceiling sheets,80 MT/day,Product
1409,4696,Accessories,01 MT/day,Product
1410,2407,Complete Garments,70000 pos per month,Product
1411,11977,Metal,,Product
1412,3304,polythene bags (8 inches* 68 inches),2500 per hour,Product
1413,11971,Metal,5 Qube,Product
1414,3304,polythene bags (15 inches* 60 inches),1500 per hour,Product
1415,3304,polythene bags (15 inches* 60 inches),1500 per hour,Product
1416,3304,polythene roll (7 inches * 16 inches),20 kg per hour,Product
1417,3304,polythene roll (16 inches * 36 inches),30 kg per hour,Product
1418,11772,Rice,1500kg,Product
1419,3304,raw material,,By Product
1420,11967,Service,,Product
1421,16410,Gates ,8 / month,Product
1422,16410,Grills,25 / month,Product
1423,16410,other iron works,100Kg /month,Product
1424,11988,Rice,2000,Product
1425,4692,Polythene bag,1000 kg/day,Product
1426,973,Newspapers,,Product
1427,12010,Metal,,Product
1428,2037,Pereniti Concrete,20m3,Product
1429,11980,Service,,Product
1430,16403,Aggregates,200,Product
1431,11931,granite,12 cubes,Product
1432,11769,metal,,Product
1433,11984,Metal,6 Qube,Product
1434,16403,Metal Chips,0.5,By Product
1435,11760,Rice,4000kg,Product
1436,1971,Holders,80000 per month,Product
1437,1971,Switch socket mountins box,90000,Product
1438,3254,polythene roll (LDPE),6000kg,Product
1439,1971,MCB Enclousors,9000,Product
1440,3254,polythene bags (HDPE),5000kg,Product
1441,1971,Ceiling rose,24000,Product
1442,1971,Plus tops,12000,Product
1443,11966,Rice,3000,Product
1444,1971,R-Block,30000,Product
1445,1971,P-Holders,50000,Product
1446,1971,B-Holders,30000,Product
1447,1971,S/B Dulux,50000,Product
1448,1971,S/Fe mountins,15000,Product
1449,17186,Rice,,Product
1450,24947,6x9 metal,,Product
1451,4751,Roller doors,,Product
1452,4751,Rofing sheets,,Product
1453,4751,Gutters,,Product
1454,11768,Agriculture instrument,,Product
1455,11983,Metal,45 Qube ,Product
1456,12050,Beef,,Product
1457,5196,Bakery Products,1800,Product
1458,1958,Carbonated drinks(glass bottles),24000 per month,Product
1459,1958,Carbonated drinks(PET bottles),66000 per month,Product
1460,4603,Biscuits,110 MT/day,Product
1461,11959,Metal,8 Qube,Product
1462,24949,Buffing Machines ,,Product
1463,24949,Molding Machines ,,Product
1464,24949,Sole Laying Press Single Units,,Product
1465,24949,Cutting Machines ,,Product
1466,24949,Swing Arm Clicking Press hydraulic,,Product
1467,1974,Low density poly ethelene,20MT,Product
1468,1974,Poly Propolene,20MT per month,Product
1469,1974,Injection moulding,5MT per month,Product
1470,18923,Meals and Accomadation,meals75kg/day and 45rooms,Product
1471,16411,Servicing moter bikes ,8/ Day,Product
1472,11675,Granite,,Product
1473,17210,Rice,2500kg/ Day,Product
1474,5338,Meat,65kg,Product
1475,12171,Metal,,Product
1476,17278,"6""X9""",,Product
1477,16580,Shirimp,2500kg (4 Month),Product
1478,16580,,,Product
1479,6613,Granite,2,Product
1480,11672,Granite,18 cubes,Product
1481,11994,Rice,3200,Product
1482,24952,HDPE,200,Product
1483,12169,Metal,,Product
1484,12170,Metal,,Product
1485,12000,Rice,,Product
1486,4615,Sewing Machines,4000 nos/month,Product
1487,1969,Plasticitems,300000 per month,Product
1488,4615,Sewing Machine Cabinet,4500 nos/month,Product
1489,4615,Sewing Machine stand,4500 nos/month,Product
1490,1969,cassette components,300000 per month,Product
1491,18206,Electricity Pillars,150,Product
1492,11939,Granite,,Product
1493,2032,Parent animals,500 per day,Product
1494,18187,washed readymade garments,1000-1500,Product
1495,11987,Rice,,Product
1496,4640,Visaka Soap,301 MT/month,Product
1497,4640,Kekulu Baby soap,58 MT/month,Product
1498,17050, Metal Gate,2,Product
1499,4640,Paboda soap,39 MT/month,Product
1500,17050,Tractor Teller ,1,Product
1501,4640,Divya soap,7.5 MT/month,Product
1502,4640,Banwelgata soap,1 MT/month,Product
1503,5000,Food & accomadation,,Product
1504,16375,Aggrgates,300,Product
1505,16947,Grill,7/month,Product
1506,16947,other works,100kg,Product
1507,16375,Dust & Chips,0.1,By Product
1508,16947,,,Product
1509,16947,,,Product
1510,16802,Gate ,200 kg/month,Product
1511,16947,,,Product
1512,16802,Grill,200 kg/month,Product
1513,5155,Photographs,1000,Product
1514,16802,Other iron item ,100 kg/month,Product
1515,16947,,,Product
1516,1973,3/4 granite,15 cubes,Product
1517,1973,1/2 granite ,5 cubes,Product
1518,1973,Granite powder,3 cubes,Product
1519,3504,leafy vegetables packets,,Product
1520,3504,compost,,By Product
1521,1122,"Food & beverages, accomadation",,Product
1522,4693,Cakes,,Product
1523,1976,Enclosures,1000 per month,Product
1524,1976,Distribution Boards,125 per month,Product
1525,1976,"19"" Racking system",200 per month,Product
1526,1976,Cable Management system,600 Nos 8 feet length,Product
1527,2639,Polythene,150 Kg,Product
1528,16412,Grill,300Kg / Month,Product
1529,24960,Pork,,Product
1530,16412,Gates,300Kg / Month,Product
1531,16412,Gates,300Kg / Month,Product
1532,16412,Gates,350 Kg / Month,Product
1533,4605,Plastic Items,200 kg/day,Product
1534,24962,room facilities,,Product
1535,24962,food and beverages,,Product
1536,1980,Eggs,10000 per day,Product
1537,1980,Animal feeds,,Product
1538,6623,Granite,11.5,Product
1539,1150,"Tea bags & packets as gifts in caddies, gift boxes, wodden boxes & tea in bulk",,Product
1540,16412,Welding rods,200 / month,Product
1541,12045,Fertilizer,,Product
1542,16412,"welding damaged parts(tractor, other )",20 / month,Product
1543,16947,,,Product
1544,16947,,,Product
1545,2757,Redimade Cloths,1800,Product
1546,4795,Corrugated roofing sheets,500 MT/day,Product
1547,4795,Asbestoes Cement Ceiling Sheets,80 MT/day,Product
1548,4795,Accessories,1 MT/day,Product
1549,18195,Gates,,Product
1550,1975,Polythene for recycling process,,Product
1551,1074,Food & beverage,,Product
1552,1970,Shirt Hangers,3200,Product
1553,16803,Grill, 500 kg/day,Product
1554,1970,Plastic hangers,1200,Product
1555,11792,chiken,5000,Product
1556,3603,vehicle cables,4000,Product
1557,18924,meals and accomadation,"meals 50kg/day, 30rooms",Product
1558,24969,Polythene Bags,,Product
1559,16947,,,Product
1560,16811,Gate ,200 kg/day,Product
1561,16811,Grill,200 kg/day,Product
1562,16811,Other iron item ,100 kg/day,Product
1563,16413,Gates,2 / month,Product
1564,16413,Grill,5 / month,Product
1565,16413,Other Iron work,100Kg /month,Product
1566,11790,Metal,10 cubes,Product
1567,4642,Polythene bag,150 kg,Product
1568,11776,Rice,7000,Product
1569,17021,6x9 Metal,,Product
1570,11997,Rice,2250 kg per day,Product
1571,3588,Amplifiers,20 per month,Product
1572,3588,speakers,100 per month,Product
1573,3588,stage lights,100 per month,Product
1574,4686,Godrej Hair dye,,Product
1575,11965,Rice,3000 kg Per Day,Product
1576,11973,Service,,Product
1577,11773,Electricity,,Product
1578,11978,Service,,Product
1579,6612,Rice,13000,Product
1580,16415,Gates,2 / month,Product
1581,16415,Window,15 / month,Product
1582,16415,Other Iron work,75 /month,Product
1583,3533,grill gates,,Product
1584,3533,bush,,Product
1585,2722,P.V.C,,Product
1586,4991,File covers,200000,Product
1587,4991,Other stationary products,750000,Product
1588,17024,6x9 Metal,,Product
1589,1299,Bread,2000/day,Product
1590,1299,Buns,2500/day,Product
1591,1299,Pastries,1500/day,Product
1592,18320,Broilers,2000,Product
1593,1299,Cakes,80/day,Product
1594,1299,Biscuit,,By Product
1595,11962,Metal,,Product
1596,1299,Eclairs,,By Product
1597,1299,Donuts,,By Product
1598,18185,Pigs,70,Product
1599,11970,Metal,8 Qube per day,Product
1600,18197,'1/2' granaite,,Product
1601,18197,'3/4' granaite,,Product
1602,18197,'1' granite,,Product
1603,18197,'1' granaite,,Product
1604,1033,Bread,3500,Product
1605,18197,'1 1/2' granite,,Product
1606,3564,No,,Product
1607,1033,Sandwitch bread,800,Product
1608,1033,Buns,900,Product
1609,1033,Cakes,220,Product
1610,1033,Pattis,300,By Product
1611,1033,Rolse,300,By Product
1612,1978,Biscuits,4 T per month,Product
1613,2512,Machine particles,,Product
1614,1033,Pastry,200,By Product
1615,1978,Soya,600 T per month,Product
1616,17228,Rice,3000kg/ Day,Product
1617,1978,Cofee,4T per day,Product
1618,12009,Metal,5 Qube Per Day,Product
1619,1978,Noodles,500   MT per month,Product
1620,11985,Metal,4 Qube,Product
1621,1979,Import Polythene bags,,Product
1622,24977,room facilities,,Product
1623,24977,food and beverages,,Product
1624,11995,Metal,5 Qube per day,Product
1625,990,Printing types,,Product
1626,1977,Bathroom items,30 per day,Product
1627,1977,Bathing tub,10,Product
1628,16386,Aggregates,525,Product
1629,11963,Metal,2 Qube Per Day,Product
1630,4610,Hard boiled sweets,3500 kg/day,Product
1631,4610,Tofees,1900 kg/day,Product
1632,16386,Metal Chips,2,By Product
1633,16588,Shrimp,2000kg-04 month,Product
1634,12006,Service,,Product
1635,18320,Pigs,70,Product
1636,3552,Pizza,,Product
1637,1072,"Food & beverages,",,Product
1638,2406,-,,Product
1639,24979,reteated tyre,50000,Product
1640,17042,6x9 Metal,3,Product
1641,16947,,,Product
1642,11969,Metal,5 Qube,Product
1643,16416,Bread,250 / day,Product
1644,16416,Bun,100 / day,Product
1645,1292,Brush handles,5000 units,Product
1646,1292,Brooms,3000 units,Product
1647,16416,short eats,300 / day,Product
1648,2073,Drawn Hot Dipped Galvanized wire,14 MT per day,Product
1649,2073,Waste HCL sludge,,By Product
1650,1292,Gutter hooks,3000 units,Product
1651,2073,Flux sludge,,By Product
1652,2073,ZnO waste,,By Product
1653,1246,,,Product
1654,17212,Rice,2000kg/ Day,Product
1655,16944,Gate,2/month,Product
1656,16944,Gril,1000kg/month,Product
1657,16944,other iron werks,15kg,Product
1658,11968,Metal,,Product
1659,16760,welding for repairing vehicle ,4 - 5 nos/vehicle ,Product
1660,24983,Liquid fertilizer,500l,Product
1661,16583,Shrimp,2500kg-(04month),Product
1662,1270,Coconut graters,10000/month,Product
1663,1270,Kerosene cookers,500/month,Product
1664,10146,Metal crushing ,,Product
1665,1270,Kerosene cookers,500/month,Product
1666,17225,Rice,3000kg/ Day,Product
1667,16417,Bread,1950Kg/ month,Product
1668,16417,Bun,250Kg / month,Product
1669,16417,Cake,200Kg / month,Product
1670,16417,short eats,150Kg /month,Product
1671,12024,Rice,8000 kg,Product
1672,16780,Gate ,2- 3 nos/month,Product
1673,16780,Grill,50 - 70 kg/month,Product
1674,16780,other iron items ,50 kg/month,Product
1675,11957,Metal,,Product
1676,16767,Gate ,4-5 nos/month,Product
1677,16767,Grill,100 kg/ month,Product
1678,16767,other iron items ,100 kg/month ,Product
1679,5131,Food & beverages,,Product
1680,11958,compost,,Product
1681,1277,Packaging Material,,Product
1682,1983,Eggs,,Product
1683,16945,Nails,50kg/month,Product
1684,16945,Tractor works (Repairing),30 Tractors/Year,Product
1685,16418, Aggregates, 160 cube /month,Product
1686,16418,Quarry dust,4 cube /month,By Product
1687,24986,animal,1000,Product
1688,16945,Mould Plough works (Repairing),30Mould Plough works/Year,Product
1689,16945,other Agriculture Machineries &  Equuipment Repairing,10 Vehicle/month,Product
1690,16945,Other Iron Workes,200kg/month,Product
1691,1992,Plastic goods,,Product
1692,1992,"recycle of plastics(PP,LDP,HDP)",,By Product
1693,16587,Shrimp ,2200kg (04 Month),Product
1694,16587,,,Product
1695,3198,Capacity tablets,250 millions,Product
1696,4624,Corrugated fiber boards/boxes,1000 MT/month,Product
1697,3198,capsules,25 millions,Product
1698,16783,T.V.stand ,3 nos/month,Product
1699,16783,Pantry cupboard ,4 nos/month ,Product
1700,16783,other aluminium fitting items ,8 nos/ day ,Product
1701,24985,6x9 Metal,2,Product
1702,16959,"Complete service motor cycle	",02 motorcycle/day,Product
1703,16959,,,Product
1704,16959,,,Product
1705,16959,,,Product
1706,16959,"	",,Product
1707,16959,,,Product
1708,16786,Gate,3 - 4 nos/month,Product
1709,16786,Grill,100 -150 kg/month,Product
1710,16786,Trust ,10-12 nos/ month,Product
1711,16786,other iron items ,100 - 120 kg/day,Product
1712,16786,,,Product
1713,16786,other iron items ,100 -120 kg/day ,Product
1714,16768,Trust ,10 -15 nos/month,Product
1715,16768,Gate ,5 -7 nos/day,Product
1716,16768,Grill,200 -300 kg/month,Product
1717,16768,other iron items ,150 -200 kg/month,Product
1718,16761,repairing air condition ,2 - 3 nos/ day,Product
1719,16761,mechanical works  ,20 -30 nos/ month,Product
1720,16761,leath work ,20 -25 nos/month,Product
1721,16594,Vehicle Service,"Auto-02,motor cycle-04",Product
1722,16658,Ice cube,120/day,Product
1723,6589,lath work,,Product
1724,16385,Bouldders,525,Product
1725,16385,Metal Chips,1,By Product
1726,16637,Food,,Product
1727,11929,Rice,5000,Product
1728,17221,"Metal 6""x9""",7 Cube/ Day,Product
1729,4690,Slippers,14000 m3,Product
1730,4690,Transmission poles,1000 m3,Product
1731,4690,Clerk Tables,40 m3,Product
1732,4690,Executive Chairs,50 m3,Product
1733,4690,Hand Chairs,270 m3,Product
1734,4690,Normal Chairs,270 m3,Product
1735,4690,Sawn wood,40 m3,Product
1736,4690,Saw dust,20 m3,Product
1737,4690,Fire wood,30 m3,Product
1738,1261,Bread,300,Product
1739,24990,live animals,,Product
1740,1261,"Shorteats, cakes, biscuits",,Product
1741,1261, Rice & curry,175,Product
1742,1261,Buns,180,Product
1743,4599,Viva 400g pack,2693 MT/year,Product
1744,4599,Viva 800g pack,197 MT/year,Product
1745,4599,Viva 28g sacket,430 MT/year,Product
1746,24991,Plastic water tanks (1000L),250,Product
1747,4599,Viva 400g bottles,177 MT/year,Product
1748,4599,Horlicks 400g pack,541 MT/year,Product
1749,4599,Viva 400g bottles,177 MT/year,Product
1750,24991,Plastic water tanks(500L),2500,Product
1751,4599,Horlicks 400g pack,541 MT/year,Product
1752,12028,Rice,12400,Product
1753,4599,Horlicks 400g bottles,162 MT/year,Product
1754,24991,Plastic water tanks(200L),25,Product
1755,4599,Horlicks 800g bottles,56 MT/year,Product
1756,4599,Junior horlicks pack,56 MT/year,Product
1757,3428,Metress,150 per month,Product
1758,16989,Aggregate ,20,Product
1759,16989,Quarry Dust,4-Jan,Product
1760,10472,Dolomite Powder,10 t,Product
1761,24992,Metal,,Product
1762,17032,6x9 Metal,,Product
1763,17200,Rice,,Product
1764,4811,Printed and Laminated Reels,,Product
1765,4811,Printed and Laminated Pouches,,Product
1766,11935,Metal,125 cubes,Product
1767,4811,Unprinted pouches,,Product
1768,4811,Unprinted pouches,,Product
1769,3543,Gents Shoes,,Product
1770,18621,Granite,,Product
1771,6596,live animals,1500,Product
1772,13807,6x9 Rubble,50 Cube per month,Product
1773,1280,Moulded Rubber Goods,,Product
1774,16640,Service Vechle,02/day,Product
1775,18608,Rice,350,Product
1776,1002,"Electro plating, stainless steel & brass fabrication, illuminated signages",,Product
1777,1281,Prepaid cards,27000/month,Product
1778,1281,Plastic cards,19000/month,Product
1779,974,Electro plating,,Product
1780,2603,Woven Polysack Bags,1800 kg/month,Product
1781,3587,repaired and serviced motor cycles,01 per day,Product
1782,4670,Bakerase fermentation,30 Tons,Product
1783,4670,Tomato sause,30 Tons,Product
1784,4670,Baking powder,08 Tons,Product
1785,4670,Panol,10 Tons,Product
1786,4670,Cake compound,100 Tons,Product
1787,4670,Bread compound,30 Tons,Product
1788,17230,Rice,,Product
1789,16990,Aggregates,20,Product
1790,16990,Quarry Dust,4-Jan,Product
1791,4639,Poly products,30 tons/month,Product
1792,24986,live animal,1000,Product
1793,5039,Food & beverages,,Product
1794,17213,Rice,,Product
1795,3393,Repaired vehicles,,Product
1796,1419,Roller doors,15-20 doors/month,Product
1797,1024,30s P/C,10800kg,Product
1798,1024,20s P/C,4000kg,Product
1799,1024,P/V,3800,Product
1800,1024,40s spun,6000kg,Product
1801,15386,Asphalt,100 Ton,Product
1802,16991,Aggregates,30,Product
1803,16991,Quarry dust,4-Jan,Product
1804,16861,,,Product
1805,16857,"Grill(iron), Gates(iron), Other iron works","Grill- 1500 kg/month, Gates- 1500 kg/month",Product
1806,17220,Rice,,Product
1807,16874,Tinkering & painting vehicles,Mainly three wheelers & van,Product
1808,17282,6X9 Metal,4,Product
1809,16960,"Gate	",(6' x 7') gate 01/month,Product
1810,16960,"Grill	",50 kg/month,Product
1811,16960,Other iron works,150 kg/day,Product
1812,17290,Egg,500,Product
1813,2307,Biscuits,,Product
1814,2744, Catering Service,,Product
1815,1988,Steel furnitures,,Product
1816,16419,Aggregates,210 cube/month,Product
1817,16419,Quarry dust,5 cube/month,By Product
1818,18623,Welding materials,13,Product
1819,16806,complete vehicle ,5 nos/day ,Product
1820,1998,Cardboard,180 ton per month,Product
1821,16806,,,Product
1822,25011,'1' metal,03 cubs,Product
1823,25011,'1 1/2' metal,03 cube,Product
1824,25011,'3/4' metal,06 cube,Product
1825,25011,chips,03 cube,Product
1826,25011,dust,03 cube,Product
1827,1995,Shoes mold,50 pairs,Product
1828,1995,plastic grains,,Product
1829,18602,Iron matirials,,Product
1830,16376,Boulders,300,Product
1831,16815,compiled vehicle  ,3 nos /day ,Product
1832,16638,Selling accomondation & food,,Product
1833,16376,Metal Chips,5,By Product
1834,1996,Plastics,,Product
1835,16638,Room,,By Product
1836,16924,production of damaged vehicle parts in  lathe,50kg,Product
1837,16924,Gate/month,1,Product
1838,16924,Grill/month,2,Product
1839,17517,6X9 granaite,,Product
1840,6149,Eggs,3000,Product
1841,18622,Dry coconut husk,,Product
1842,16812,complied vehicle  ,2 -3 nos/day ,Product
1843,1997,Service only,,Product
1844,25015,Food Item,30,Product
1845,17726,Metal,20 cubes,Product
1846,17231,Rice,4000 kg/ Day,Product
1847,2009,News papers,15000 per week,Product
1848,2539,Polythene bags,3000,Product
1849,17224,Metal ,6 cube/day,Product
1850,1994,Granite 6'X9',,Product
1851,1994,"Granite 6""X4""",,Product
1852,25016,Ready mixed concrete,30M3/h,Product
1853,17535,ABC,02 cube,Product
1854,17535,'1/2' metal,0.25 cube,Product
1855,16595,Motor Cycle Service.,04 motor cycle/day,Product
1856,17535,'1'  cube,0.5 cube,Product
1857,2063,Sand,,Product
1858,17535,'3/4 ' metal,1.5 cube,Product
1859,16805,gate ,2 -3 nos /day,Product
1860,16805,grill ,100 -150 kg/month,Product
1861,16805,other iron items ,100 kg/day ,Product
1862,15392,Rubble,525 Cube,Product
1863,25017,Garments,,Product
1864,16926,Gate/month,2,Product
1865,16926,Grill/month,10,Product
1866,16926,Other iron works,2,Product
1867,2004,Tanned cow hides,300 per month,Product
1868,2004,tanned goat skins,250 per month,Product
1869,2004,Tanned buffalohides,300 per month,Product
1870,25018,Lime Stone 6''*9'',6 Cube,Product
1871,2008,Service station,,Product
1872,16799,complied vehicle  ,3- 5 nos /month,Product
1873,16641,Service for Vechile,6,Product
1874,16420,Milk,,Product
1875,16420,Meat,,Product
1876,16420,Egg,,Product
1877,16420,Vegitables,,Product
1878,16420,Composte,,By Product
1879,16639,Chiken,1500,Product
1880,18637,Coconut husk goods,3500,Product
1881,17637,6x9 granaite,20 cube,Product
1882,17544,Asphalt,,Product
1883,17526,Bolders,,Product
1884,17519,Bitumen decane,20000 Kg/day,Product
1885,17519,Oxidized bitumen,7 T/Month,Product
1886,17519,Concrete expansion joint sealand,3 T/Month,Product
1887,16612,"Gates,Grills",3000kg/month,Product
1888,16612,Other Iron work,100Kg /month,Product
1889,16516,Rice,3500kg,Product
1890,16516,Broken rice,100kg,By Product
1891,16516,Bran,400kg,By Product
1892,16516,,,By Product
1893,16421,Gates,2 /month,Product
1894,16421,Grill,5 /month,Product
1895,16516,,,By Product
1896,16421,Other iron works,100Kg/ month,Product
1897,16622,lathe items,250Kg / month,Product
1898,16622,Gates,1400kg/month,Product
1899,16622,Grill,450kg/month,Product
1900,17222,Rice,2500kg/ Day,Product
1901,18628,Granite,5,Product
1902,18628,"Metal dust, Chips","1/2, 1/2",By Product
1903,17571,6’ *9 ‘ Granite,5 cubes,Product
1904,16422,Meat,2000 Kg/ Month,Product
1905,17529,'1' chips,,Product
1906,17529,'3/4' chips,,Product
1907,17529,'1.5' chips,,Product
1908,25034,Metal,15 cubes /day,Product
1909,17215,Rock Boulders,,Product
1910,16521,RICE,3500,Product
1911,16521,Brane,400,By Product
1912,16521,Broken rice,100,By Product
1913,18619,Granite,,Product
1914,16423,Motor bike,2/day,Product
1915,16423,,,Product
1916,16423,,,Product
1917,17521,"1/2"" Metal",2 cube,Product
1918,17521,"1"" Metal",2 Cube,Product
1919,17217,Rock Boulders,,Product
1920,17521,"1 1/2"" Metal",2 Cube,Product
1921,17521,Dust,1/2 Cube,Product
1922,17727,'1' granite,,Product
1923,17727,'3/4' granite,,Product
1924,17727,'1.5' granite,,Product
1925,17727,granite dust,,Product
1926,16428,Rice floor packet (1Kg),2500 packets / month,Product
1927,16428,Chillies,20 Kg/ day,Product
1928,17534,garments,,Product
1929,16561,Chicken,2650kg/42days,Product
1930,16682,Aggregates,20-30 cubes/week,Product
1931,16682,Quarry dust,1/4 cube,By Product
1932,19009,rice,1000/kg/day,Product
1933,19010,Rice,1000kg/day,Product
1934,19011,rice,1000kg/day,Product
1935,19012,Rice,1000,Product
1936,17555,Granite Boulders,300 cubes/day,Product
1937,17516,"6""X 9""",400,Product
1938,17533,Granite,"11/2, 3/4, ",Product
1939,17533,Chipes,,Product
1940,19018,Rie,1500,Product
1941,17522,Granite,,Product
1942,17214,Rice,1000 kg/Day,Product
1943,18430,Metal,10 cubes,Product
1944,17723,Granite,6x9,Product
1945,17549,"6""x 9""",,Product
1946,17527,Granite,30,Product
1947,17523,Granite Boulders,15 cubes,Product
1948,17540,Granity,5,Product
1949,17559,Rock boles and   Rock plates ,25 cubes,Product
1950,17512,"6""X 9""",,Product
1951,18190,Metal,,Product
1952,16683,Aggregates,200 cubes/month,Product
1953,16683,Quarry dusts,,By Product
1954,17642,Granite,6x4,Product
1955,17638,"18""*24"" Boulders",,Product
1956,18461,Vehicle service ,,Product
1957,25043,T-shirt,450000 units/month,Product
1958,17552,Asphalt Concrete,600 Mt,Product
1959,17655,Granite,"6x4, 6x9",Product
1960,17728,"Rock Boulders 6""x9""",10,Product
1961,18462,Rice,600Kg,Product
1962,17657,Granite,6x9,Product
1963,18467,Rice,800,Product
1964,25046,"3/4,1,11/2, Metals and Chips",45 cubes,Product
1965,17659,,,Product
1966,17659,Granite,"6x4, 6x9, 4x4",Product
1967,17565,"3/4,11/2 metal",19 cubes,Product
1968,17565,Metal Chips ,5 cubes,Product
1969,17565,Dust,6 cubes,Product
1970,17724,Chiken & eggs,,Product
1971,17524,"Granite Boulders 6""x 9""",10 cubes/day,Product
1972,18458,Vehicle  ,6,Product
1973,18181,Food,,Product
1974,18181,Beverage,,Product
1975,17573,Rock Boulders,100 Cube/ Day,Product
1976,25048,Biscuts,250MT,Product
1977,11732,Rice,5000kg,Product
1978,12071,Rice,4000,Product
1979,11674,Granite,,Product
1980,25050,Rice,3250kg,Product
1981,11702,Rice,5000kg,Product
1982,25049,rice,3000,Product
1983,18452,"6""*9"" Boulders",,Product
1984,17643,Granite,"6x9, 6x4",Product
1985,16764,Complied vehicle ,4 - 5 nos/month,Product
1986,5358,Metal,125 Cube,Product
1987,6555,,,Product
1988,11932,Metal,9 cubes,Product
1989,12113,Service,,Product
1990,16872,"Gate, Grill, Other Iron Works","1 gate/month, 8 grill/month, 200 kg/day",Product
1991,16576,Shrimp,2500kg/4month,Product
1992,25051,aggregates,250cube,Product
1993,11716,Metal,,Product
1994,16992,Nails,250Kg / month,Product
1995,17646,Granite,6x9,Product
1996,16992,Tractor Works (Repairing),25 Tractor / Year ,Product
1997,12083,Service,,Product
1998,16992,Mould Plough works (Repairing) ,30 Mould Plough works / year,Product
1999,16992,Other Iron work,150Kg /month,Product
2000,11721,Metal,,Product
2001,18199,Cow Milk,,Product
2002,16794,complied vehicle ,2 - 3  nos /month,Product
2003,16992,Waste ion ,50kg/month,By Product
2004,12041,Rice,,Product
2005,12041,Rice bran,,By Product
2006,12041,Broken rice,,By Product
2007,5367,Metal in various sizes ,,Product
2008,25053,Crape  rubber,1000 Kg,Product
2009,16868,"Grill,(Iron), ",Depend on the order,Product
2010,12135,Service,,Product
2011,18468,'6x9' Granaite,,Product
2012,6556,,,Product
2013,18465,"6""*9"" Boulders",200 cubes/month,Product
2014,6609,Rice,,Product
2015,12148,Metal,,Product
2016,16810,complied vehicle ,4 -5 nos /month,Product
2017,18766,aggegates,250cubicfeet,Product
2018,12142,Rice,,Product
2019,16577,Shrimp,2000kg/4month,Product
